treatment,Site,camera_placement,Cover,Camera,eventID,Cautious,Confident
Persecuted,1,Hotspot,High,Cam 7,Capertee-Fox_event_52,0.00,2.00
Persecuted,1,Hotspot,High,Cam 7,Capertee-Fox_event_7,3.00,0.00
Persecuted,1,Hotspot,High,Cam 8,Capertee-Fox_event_192,3.00,0.00
Persecuted,1,Hotspot,High,Cam 8,Capertee-Fox_event_208,3.00,0.00
Persecuted,1,Hotspot,High,Cam 8,Capertee-Fox_event_69,3.00,0.00
Persecuted,1,Hotspot,High,Cam 8,Capertee-Fox_event_73,1.00,0.00
Protected,3,Resource,High,1000_Acre,Mourachan-Fox_event_108,0.00,1.00
Protected,3,Resource,High,1000_Acre,Mourachan-Fox_event_6,2.00,2.00
Protected,3,Resource,High,Black_swan,Mourachan-Fox_event_49,1.00,2.00
Protected,3,Resource,High,Bobs_billy,Mourachan-Fox_event_1,9.00,0.00
Protected,3,Resource,High,Bobs_billy,Mourachan-Fox_event_107,0.00,2.00
Protected,3,Resource,High,Bobs_billy,Mourachan-Fox_event_4,2.00,0.00
Protected,3,Resource,High,Bobs_billy,Mourachan-Fox_event_5,2.00,0.00
Protected,3,Resource,High,Brigalow,Mourachan-Fox_event_106,0.00,1.00
Protected,3,Resource,High,Brigalow,Mourachan-Fox_event_3,1.00,0.00
Protected,3,Resource,High,Brigalow,Mourachan-Fox_event_33,0.00,1.00
Protected,3,Resource,High,Brigalow,Mourachan-Fox_event_44,0.00,1.00
Protected,3,Resource,High,Brigalow,Mourachan-Fox_event_48,2.00,0.00
Protected,3,Resource,High,Brigalow,Mourachan-Fox_event_72,1.00,0.00
Protected,3,Resource,High,Brigalow,Mourachan-Fox_event_8,0.00,1.00
Protected,3,Resource,High,Brigalow,Mourachan-Fox_event_86,0.00,1.00
Protected,3,Resource,High,Brigalow,Mourachan-Fox_event_91,0.00,1.00
Protected,3,Resource,High,Brigalow,Mourachan-Fox_event_93,0.00,1.00
Protected,3,Resource,High,Dead_cow,Mourachan-Fox_event_13,3.00,0.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_103,2.00,0.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_104,1.00,0.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_7,1.00,0.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_74,0.00,1.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_78,0.00,1.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_79,0.00,1.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_80,0.00,1.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_81,0.00,1.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_82,0.00,1.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_83,0.00,1.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_84,0.00,1.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_85,0.00,1.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_87,1.00,0.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_88,1.00,0.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_89,1.00,0.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_90,1.00,0.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_92,1.00,0.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_94,1.00,0.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_95,1.00,0.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_96,0.00,1.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_97,1.00,0.00
Protected,3,Resource,High,Death_dam,Mourachan-Fox_event_98,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_10,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_11,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_12,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_14,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_15,1.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_17,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_18,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_20,1.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_21,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_22,0.00,3.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_23,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_24,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_25,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_26,1.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_27,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_29,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_31,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_32,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_34,3.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_35,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_37,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_38,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_39,2.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_40,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_42,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_43,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_45,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_46,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_47,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_50,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_51,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_52,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_54,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_55,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_56,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_57,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_59,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_60,2.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_61,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_62,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_63,1.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_64,0.00,4.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_65,2.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_66,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_67,2.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_68,1.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_69,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_70,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_71,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_73,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_75,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_76,2.00,0.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_77,0.00,1.00
Protected,3,Resource,High,Far_east_dam,Mourachan-Fox_event_9,1.00,0.00
Protected,3,Resource,High,Number_11,Mourachan-Fox_event_2,3.00,0.00
Protected,3,Resource,High,Sucker_pig_dam,Mourachan-Fox_event_100,0.00,1.00
Protected,3,Resource,High,Sucker_pig_dam,Mourachan-Fox_event_101,0.00,1.00
Protected,3,Resource,High,Sucker_pig_dam,Mourachan-Fox_event_102,0.00,1.00
Protected,5,Resource,Low,Muldoons,Muldoons-Fox_event_381,1.00,0.00
Protected,5,Resource,Low,Muldoons,Muldoons-Fox_event_345,1.00,0.00
Protected,5,Resource,Low,Muldoons,Muldoons-Fox_event_346,1.00,0.00
Protected,5,Resource,Low,Muldoons,Muldoons-Fox_event_377,1.00,0.00
Protected,5,Resource,Low,Muldoons,Muldoons-Fox_event_378,0.56,0.44
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_161,0.05,0.95
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_178,0.17,0.83
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_179,0.37,0.63
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_106,1.00,0.00
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_135,0.48,0.52
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_136,0.08,0.92
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_137,0.00,1.00
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_152,0.07,0.93
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_153,0.04,0.96
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_154,0.24,0.76
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_34,0.60,0.40
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_36,0.00,1.00
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_37,0.61,0.39
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_38,0.21,0.79
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_51,0.00,1.00
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_57,0.27,0.73
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_71,0.12,0.88
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_134,0.00,1.00
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_160,0.47,0.53
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_187,0.21,0.79
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_197,0.04,0.96
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_73,1.00,0.00
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_101,0.00,1.00
Protected,5,Resource,Low,Canegrass,Canegrass-Fox_event_103,0.00,1.00
Protected,5,Resource,Low,Lawrence_MW,Lawrence_MW-Fox_event_186,0.00,1.00
Protected,5,Resource,Low,Lawrence_MW,Lawrence_MW-Fox_event_203,1.00,0.00
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_49,0.17,0.83
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_112,0.48,0.52
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_39,0.47,0.53
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_40,0.70,0.30
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_42,0.00,1.00
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_44,0.50,0.50
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_52,0.04,0.96
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_61,0.13,0.87
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_238,0.30,0.70
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_69,0.26,0.74
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_76,0.28,0.72
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_77,0.05,0.95
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_78,0.60,0.40
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_91,0.00,1.00
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_105,0.00,1.00
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_115,0.11,0.89
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_118,0.00,1.00
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_149,0.39,0.61
Protected,5,Resource,Low,Boomerang,Boomerang-Fox_event_150,0.21,0.79
Protected,5,Resource,Low,Bransons_Well,Bransons_Well-Fox_event_21,1.00,0.00
Protected,5,Resource,Low,Bransons_Well,Bransons_Well-Fox_event_22,0.00,1.00
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_243,1.00,0.00
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_288,0.00,1.00
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_289,0.08,0.92
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_313,0.28,0.72
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_314,0.25,0.75
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_315,0.25,0.75
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_316,0.08,0.92
Protected,5,Resource,Low,Timalees,Timalees-Fox_event_323,0.14,0.86
Protected,5,Resource,Low,Copper_Hills,Copper_Hills-Fox_event_10,0.00,1.00
Protected,5,Resource,Low,Copper_Hills,Copper_Hills-Fox_event_11,0.14,0.86
Protected,5,Resource,Low,Copper_Hills,Copper_Hills-Fox_event_23,0.00,1.00
Protected,5,Resource,Low,Liams,Liams-Fox_event_247,0.00,1.00
Protected,5,Resource,Low,Camp,Camp-Fox_event_356,0.00,1.00
Protected,5,Resource,Low,Camp,Camp-Fox_event_374,1.00,0.00
Protected,5,Resource,Low,Michaels_waterhole,Michaels_waterhole-Fox_event_41,0.00,1.00
Protected,5,Resource,Low,Michaels_waterhole,Michaels_waterhole-Fox_event_67,0.41,0.59
Protected,5,Resource,Low,Michaels_waterhole,Michaels_waterhole-Fox_event_74,0.18,0.82
Protected,5,Resource,Low,Michaels_waterhole,Michaels_waterhole-Fox_event_75,0.20,0.80
Protected,5,Resource,Low,Michaels_waterhole,Michaels_waterhole-Fox_event_79,0.00,1.00
Protected,5,Resource,Low,RGH,RGH-Fox_event_185,1.00,0.00
Protected,5,Resource,Low,RGH,RGH-Fox_event_259,0.30,0.70
Protected,5,Resource,Low,RGH,RGH-Fox_event_322,0.00,1.00
Protected,5,Resource,Low,RGH,RGH-Fox_event_329,0.00,1.00
Protected,5,Resource,Low,England_HIll,England_HIll-Fox_event_297,1.00,0.00
Protected,5,Resource,Low,Kirilees,Kirilees-Fox_event_262,0.00,1.00
Protected,5,Resource,Low,Kirilees,Kirilees-Fox_event_263,1.00,0.00
Protected,5,Resource,Low,Kirilees,Kirilees-Fox_event_276,0.12,0.88
Protected,5,Resource,Low,Kirilees,Kirilees-Fox_event_305,0.00,1.00
Protected,5,Resource,Low,Kirilees,Kirilees-Fox_event_306,0.37,0.63
Protected,5,Resource,Low,Kirilees,Kirilees-Fox_event_319,0.00,1.00
Protected,5,Resource,Low,Kirilees,Kirilees-Fox_event_324,0.00,1.00
Protected,5,Resource,Low,Lawrence,Lawrence-Fox_event_19,0.00,1.00
Protected,5,Resource,Low,Lawrence,Lawrence-Fox_event_1,0.00,1.00
Protected,5,Resource,Low,Lawrence,Lawrence-Fox_event_8,1.00,0.00
Protected,5,Resource,Low,Lawrence,Lawrence-Fox_event_30,1.00,0.00
Protected,5,Resource,Low,Lawrence,Lawrence-Fox_event_148,1.00,0.00
Protected,5,Resource,Low,Michaels,Michaels-Fox_event_64,0.79,0.21
Protected,5,Resource,Low,Michaels,Michaels-Fox_event_107,0.00,1.00
Protected,5,Resource,Low,Panikin,Panikin-Fox_event_32,1.00,0.00
Protected,5,Resource,Low,Panikin,Panikin-Fox_event_63,0.14,0.86
Protected,5,Resource,Low,Panikin,Panikin-Fox_event_89,0.39,0.61
