Status,Site,Station,Species,treatment,cover,DateTimeOriginal,Date,Time,nTime,Cam_days,sun_time_minutes
Persecuted,Bathurst,MP01,Fox,Absent,High,1/1/15 6:40,1/1/15,6:40:15,0.28,129,0.3
Persecuted,Bathurst,MP01,Fox,Absent,High,1/1/15 6:40,1/1/15,6:40:17,0.28,129,0.3
Persecuted,Bathurst,MP01,Fox,Absent,High,1/1/15 6:40,1/1/15,6:40:20,0.28,129,0.3
Persecuted,Bathurst,MP02,Fox,Absent,High,13/11/14 0:55,13/11/14,0:55:23,0.04,131,0.05
Persecuted,Bathurst,MP02,Fox,Absent,High,30/12/14 7:03,30/12/14,7:03:08,0.29,131,0.32
Persecuted,Bathurst,MP02,Fox,Absent,High,30/12/14 7:03,30/12/14,7:03:11,0.29,131,0.32
Persecuted,Bathurst,MP02,Fox,Absent,High,14/2/15 19:41,14/2/15,19:41:36,0.82,131,0.78
Persecuted,Bathurst,MP02,Fox,Absent,High,14/2/15 19:41,14/2/15,19:41:40,0.82,131,0.78
Persecuted,Bathurst,MP03,Fox,Absent,High,19/11/14 23:59,19/11/14,23:59:46,1,128,0
Persecuted,Bathurst,MP03,Fox,Absent,High,19/11/14 23:59,19/11/14,23:59:49,1,128,0
Persecuted,Bathurst,MP03,Fox,Absent,High,19/11/14 23:59,19/11/14,23:59:53,1,128,0
Persecuted,Bathurst,MP03,Fox,Absent,High,23/11/14 0:33,23/11/14,0:33:55,0.02,128,0.03
Persecuted,Bathurst,MP03,Fox,Absent,High,23/11/14 0:33,23/11/14,0:33:58,0.02,128,0.03
Persecuted,Bathurst,MP03,Fox,Absent,High,23/11/14 0:34,23/11/14,0:34:01,0.02,128,0.03
Persecuted,Bathurst,MP03,Fox,Absent,High,10/12/14 0:40,10/12/14,0:40:02,0.03,128,0.03
Persecuted,Bathurst,MP03,Fox,Absent,High,19/12/14 1:32,19/12/14,1:32:36,0.06,128,0.07
Persecuted,Bathurst,MP03,Fox,Absent,High,19/12/14 1:32,19/12/14,1:32:39,0.06,128,0.07
Persecuted,Bathurst,MP03,Fox,Absent,High,9/12/14 1:43,9/12/14,1:43:42,0.07,128,0.08
Persecuted,Bathurst,MP03,Fox,Absent,High,9/12/14 1:43,9/12/14,1:43:45,0.07,128,0.08
Persecuted,Bathurst,MP03,Fox,Absent,High,9/12/14 1:43,9/12/14,1:43:49,0.07,128,0.08
Persecuted,Bathurst,MP03,Fox,Absent,High,5/3/15 3:39,5/3/15,3:39:13,0.15,128,0.14
Persecuted,Bathurst,MP03,Fox,Absent,High,5/3/15 3:39,5/3/15,3:39:16,0.15,128,0.14
Persecuted,Bathurst,MP03,Fox,Absent,High,5/3/15 3:39,5/3/15,3:39:20,0.15,128,0.14
Persecuted,Bathurst,MP03,Fox,Absent,High,9/3/15 3:31,9/3/15,3:31:34,0.15,128,0.14
Persecuted,Bathurst,MP03,Fox,Absent,High,4/3/15 4:06,4/3/15,4:06:56,0.17,128,0.16
Persecuted,Bathurst,MP03,Fox,Absent,High,16/12/14 3:27,16/12/14,3:27:15,0.14,128,0.17
Persecuted,Bathurst,MP03,Fox,Absent,High,3/3/15 4:51,3/3/15,4:51:16,0.2,128,0.19
Persecuted,Bathurst,MP03,Fox,Absent,High,3/3/15 4:51,3/3/15,4:51:19,0.2,128,0.19
Persecuted,Bathurst,MP03,Fox,Absent,High,4/3/15 5:02,4/3/15,5:02:27,0.21,128,0.2
Persecuted,Bathurst,MP03,Fox,Absent,High,6/12/14 4:03,6/12/14,4:03:56,0.17,128,0.21
Persecuted,Bathurst,MP03,Fox,Absent,High,15/1/15 4:40,15/1/15,4:40:33,0.19,128,0.21
Persecuted,Bathurst,MP03,Fox,Absent,High,12/1/11 7:59,12/1/11,7:59:20,0.33,128,0.35
Persecuted,Bathurst,MP03,Fox,Absent,High,6/1/11 8:16,6/1/11,8:16:08,0.34,128,0.35
Persecuted,Bathurst,MP03,Fox,Absent,High,1/1/11 10:12,1/1/11,10:12:14,0.43,128,0.43
Persecuted,Bathurst,MP03,Fox,Absent,High,8/1/11 10:34,8/1/11,10:34:40,0.44,128,0.44
Persecuted,Bathurst,MP03,Fox,Absent,High,1/1/11 11:23,1/1/11,11:23:43,0.47,128,0.46
Persecuted,Bathurst,MP03,Fox,Absent,High,1/1/11 11:23,1/1/11,11:23:47,0.47,128,0.46
Persecuted,Bathurst,MP03,Fox,Absent,High,16/12/14 20:48,16/12/14,20:48:57,0.87,128,0.83
Persecuted,Bathurst,MP03,Fox,Absent,High,5/12/14 20:48,5/12/14,20:48:01,0.87,128,0.83
Persecuted,Bathurst,MP03,Fox,Absent,High,5/12/14 20:48,5/12/14,20:48:05,0.87,128,0.83
Persecuted,Bathurst,MP03,Fox,Absent,High,18/12/14 20:57,18/12/14,20:57:33,0.87,128,0.83
Persecuted,Bathurst,MP03,Fox,Absent,High,18/12/14 20:57,18/12/14,20:57:37,0.87,128,0.83
Persecuted,Bathurst,MP03,Fox,Absent,High,18/12/14 20:57,18/12/14,20:57:40,0.87,128,0.83
Persecuted,Bathurst,MP03,Fox,Absent,High,14/1/15 21:03,14/1/15,21:03:46,0.88,128,0.84
Persecuted,Bathurst,MP03,Fox,Absent,High,17/11/14 20:51,17/11/14,20:51:57,0.87,128,0.85
Persecuted,Bathurst,MP03,Fox,Absent,High,22/11/14 20:49,22/11/14,20:49:52,0.87,128,0.85
Persecuted,Bathurst,MP03,Fox,Absent,High,28/12/14 21:18,28/12/14,21:18:14,0.89,128,0.86
Persecuted,Bathurst,MP03,Fox,Absent,High,28/12/14 21:18,28/12/14,21:18:18,0.89,128,0.86
Persecuted,Bathurst,MP03,Fox,Absent,High,16/12/14 21:27,16/12/14,21:27:34,0.89,128,0.86
Persecuted,Bathurst,MP03,Fox,Absent,High,3/12/14 21:29,3/12/14,21:29:07,0.9,128,0.87
Persecuted,Bathurst,MP03,Fox,Absent,High,17/11/14 21:36,17/11/14,21:36:39,0.9,128,0.89
Persecuted,Bathurst,MP03,Fox,Absent,High,17/11/14 21:36,17/11/14,21:36:42,0.9,128,0.89
Persecuted,Bathurst,MP03,Fox,Absent,High,9/12/14 22:05,9/12/14,22:05:37,0.92,128,0.9
Persecuted,Bathurst,MP03,Fox,Absent,High,9/12/14 22:05,9/12/14,22:05:41,0.92,128,0.9
Persecuted,Bathurst,MP03,Fox,Absent,High,18/11/14 22:10,18/11/14,22:10:09,0.92,128,0.91
Persecuted,Bathurst,MP03,Fox,Absent,High,11/3/15 23:04,11/3/15,23:04:52,0.96,128,0.95
Persecuted,Bathurst,MP03,Fox,Absent,High,6/3/15 23:30,6/3/15,23:30:43,0.98,128,0.97
Persecuted,Bathurst,MP03,Fox,Absent,High,6/3/15 23:30,6/3/15,23:30:46,0.98,128,0.97
Persecuted,Bathurst,MP04,Fox,Absent,High,14/2/15 19:54,14/2/15,19:54:31,0.83,131,0.79
Persecuted,Bathurst,MP04,Fox,Absent,High,10/3/15 19:53,10/3/15,19:53:18,0.83,131,0.81
Persecuted,Bathurst,MP04,Fox,Absent,High,10/3/15 19:53,10/3/15,19:53:21,0.83,131,0.81
Persecuted,Bathurst,MP04,Fox,Absent,High,10/3/15 19:53,10/3/15,19:53:25,0.83,131,0.81
Persecuted,Bathurst,MP04,Fox,Absent,High,19/1/15 21:26,19/1/15,21:26:10,0.89,131,0.85
Persecuted,Bathurst,MP04,Fox,Absent,High,19/1/15 21:26,19/1/15,21:26:14,0.89,131,0.85
Persecuted,Bathurst,MP04,Fox,Absent,High,11/12/14 23:27,11/12/14,23:27:10,0.98,131,0.97
Persecuted,Bathurst,MP04,Fox,Absent,High,11/12/14 23:27,11/12/14,23:27:15,0.98,131,0.97
Persecuted,Bathurst,MP04,Fox,Absent,High,11/12/14 23:27,11/12/14,23:27:18,0.98,131,0.97
Persecuted,Bathurst,MP04,Fox,Absent,High,16/1/15 0:03,16/1/15,0:03:51,0,131,0.98
Persecuted,Bathurst,MP05,Fox,Absent,High,17/11/14 1:42,17/11/14,1:42:06,0.07,129,0.09
Persecuted,Bathurst,MP05,Fox,Absent,High,9/11/14 22:07,9/11/14,22:07:42,0.92,129,0.91
Persecuted,Bathurst,MP05,Fox,Absent,High,9/11/14 22:07,9/11/14,22:07:46,0.92,129,0.91
Persecuted,Bathurst,MP05,Fox,Absent,High,9/11/14 22:07,9/11/14,22:07:49,0.92,129,0.91
Persecuted,Bathurst,MP05,Fox,Absent,High,4/11/14 22:30,4/11/14,22:30:16,0.94,129,0.93
Persecuted,Bathurst,MP05,Fox,Absent,High,4/11/14 22:30,4/11/14,22:30:20,0.94,129,0.93
Persecuted,Bathurst,MP05,Fox,Absent,High,4/11/14 22:30,4/11/14,22:30:23,0.94,129,0.93
Persecuted,Bathurst,MP06,Fox,Absent,High,20/12/14 4:06,20/12/14,4:06:35,0.17,131,0.21
Persecuted,Bathurst,MP06,Fox,Absent,High,20/12/14 4:06,20/12/14,4:06:39,0.17,131,0.21
Persecuted,Bathurst,MP06,Fox,Absent,High,20/12/14 4:06,20/12/14,4:06:42,0.17,131,0.21
Persecuted,Bathurst,MP06,Fox,Absent,High,21/2/15 5:19,21/2/15,5:19:53,0.22,131,0.23
Persecuted,Bathurst,MP06,Fox,Absent,High,21/2/15 5:19,21/2/15,5:19:56,0.22,131,0.23
Persecuted,Bathurst,MP06,Fox,Absent,High,21/2/15 5:20,21/2/15,5:20:01,0.22,131,0.23
Persecuted,Bathurst,MP06,Fox,Absent,High,20/12/14 4:44,20/12/14,4:44:08,0.2,131,0.24
Persecuted,Bathurst,MP06,Fox,Absent,High,9/11/14 20:49,9/11/14,20:49:47,0.87,131,0.85
Persecuted,Bathurst,MP06,Fox,Absent,High,9/11/14 20:49,9/11/14,20:49:50,0.87,131,0.85
Persecuted,Bathurst,MP06,Fox,Absent,High,9/11/14 20:49,9/11/14,20:49:54,0.87,131,0.85
Persecuted,Bathurst,MP06,Fox,Absent,High,5/2/15 22:23,5/2/15,22:23:40,0.93,131,0.9
Persecuted,Bathurst,MP06,Fox,Absent,High,5/2/15 22:23,5/2/15,22:23:44,0.93,131,0.9
Persecuted,Bathurst,MP06,Fox,Absent,High,5/2/15 22:23,5/2/15,22:23:48,0.93,131,0.9
Persecuted,Bathurst,MP06,Fox,Absent,High,28/12/14 22:22,28/12/14,22:22:11,0.93,131,0.91
Persecuted,Bathurst,MP06,Fox,Absent,High,28/12/14 22:22,28/12/14,22:22:14,0.93,131,0.91
Persecuted,Bathurst,MP06,Fox,Absent,High,28/12/14 22:22,28/12/14,22:22:17,0.93,131,0.91
Persecuted,Bathurst,MP07,Fox,Absent,High,19/1/15 1:28,19/1/15,1:28:56,0.06,130,0.06
Persecuted,Bathurst,MP07,Fox,Absent,High,16/12/14 2:16,16/12/14,2:16:22,0.09,130,0.11
Persecuted,Bathurst,MP07,Fox,Absent,High,16/12/14 2:16,16/12/14,2:16:26,0.09,130,0.11
Persecuted,Bathurst,MP07,Fox,Absent,High,16/12/14 2:16,16/12/14,2:16:29,0.09,130,0.11
Persecuted,Bathurst,MP07,Fox,Absent,High,2/2/15 2:53,2/2/15,2:53:41,0.12,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,2/2/15 2:53,2/2/15,2:53:45,0.12,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,2/2/15 2:53,2/2/15,2:53:48,0.12,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,3/2/15 2:47,3/2/15,2:47:44,0.12,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,3/2/15 2:47,3/2/15,2:47:47,0.12,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,3/2/15 2:47,3/2/15,2:47:51,0.12,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,29/1/15 2:37,29/1/15,2:37:41,0.11,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,29/1/15 2:37,29/1/15,2:37:45,0.11,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,29/1/15 2:37,29/1/15,2:37:48,0.11,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,29/1/15 2:39,29/1/15,2:39:16,0.11,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,29/1/15 2:39,29/1/15,2:39:19,0.11,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,29/1/15 2:39,29/1/15,2:39:23,0.11,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,28/12/14 2:17,28/12/14,2:17:34,0.1,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,28/12/14 2:17,28/12/14,2:17:37,0.1,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,28/12/14 2:17,28/12/14,2:17:41,0.1,130,0.12
Persecuted,Bathurst,MP07,Fox,Absent,High,10/2/15 3:12,10/2/15,3:12:09,0.13,130,0.13
Persecuted,Bathurst,MP07,Fox,Absent,High,10/2/15 3:12,10/2/15,3:12:13,0.13,130,0.13
Persecuted,Bathurst,MP07,Fox,Absent,High,10/2/15 3:12,10/2/15,3:12:16,0.13,130,0.13
Persecuted,Bathurst,MP07,Fox,Absent,High,2/2/15 3:04,2/2/15,3:04:03,0.13,130,0.13
Persecuted,Bathurst,MP07,Fox,Absent,High,2/2/15 3:04,2/2/15,3:04:06,0.13,130,0.13
Persecuted,Bathurst,MP07,Fox,Absent,High,2/2/15 3:04,2/2/15,3:04:10,0.13,130,0.13
Persecuted,Bathurst,MP07,Fox,Absent,High,24/2/15 4:19,24/2/15,4:19:33,0.18,130,0.18
Persecuted,Bathurst,MP07,Fox,Absent,High,24/2/15 4:19,24/2/15,4:19:36,0.18,130,0.18
Persecuted,Bathurst,MP07,Fox,Absent,High,24/2/15 4:19,24/2/15,4:19:40,0.18,130,0.18
Persecuted,Bathurst,MP07,Fox,Absent,High,5/2/15 6:12,5/2/15,6:12:00,0.26,130,0.27
Persecuted,Bathurst,MP07,Fox,Absent,High,5/2/15 6:12,5/2/15,6:12:04,0.26,130,0.27
Persecuted,Bathurst,MP07,Fox,Absent,High,5/2/15 6:12,5/2/15,6:12:07,0.26,130,0.27
Persecuted,Bathurst,MP07,Fox,Absent,High,2/2/15 6:20,2/2/15,6:20:15,0.26,130,0.27
Persecuted,Bathurst,MP07,Fox,Absent,High,2/2/15 6:20,2/2/15,6:20:18,0.26,130,0.27
Persecuted,Bathurst,MP07,Fox,Absent,High,7/3/15 6:43,7/3/15,6:43:57,0.28,130,0.28
Persecuted,Bathurst,MP07,Fox,Absent,High,7/3/15 6:44,7/3/15,6:44:00,0.28,130,0.28
Persecuted,Bathurst,MP07,Fox,Absent,High,7/3/15 6:44,7/3/15,6:44:03,0.28,130,0.28
Persecuted,Bathurst,MP07,Fox,Absent,High,25/2/15 6:35,25/2/15,6:35:43,0.27,130,0.28
Persecuted,Bathurst,MP07,Fox,Absent,High,25/2/15 6:35,25/2/15,6:35:47,0.27,130,0.28
Persecuted,Bathurst,MP07,Fox,Absent,High,25/2/15 6:35,25/2/15,6:35:50,0.27,130,0.28
Persecuted,Bathurst,MP07,Fox,Absent,High,21/2/15 7:07,21/2/15,7:07:22,0.3,130,0.3
Persecuted,Bathurst,MP07,Fox,Absent,High,21/2/15 7:07,21/2/15,7:07:25,0.3,130,0.3
Persecuted,Bathurst,MP07,Fox,Absent,High,21/2/15 7:07,21/2/15,7:07:28,0.3,130,0.3
Persecuted,Bathurst,MP07,Fox,Absent,High,21/2/15 7:07,21/2/15,7:07:45,0.3,130,0.3
Persecuted,Bathurst,MP07,Fox,Absent,High,21/2/15 7:07,21/2/15,7:07:48,0.3,130,0.3
Persecuted,Bathurst,MP07,Fox,Absent,High,21/2/15 7:07,21/2/15,7:07:51,0.3,130,0.3
Persecuted,Bathurst,MP07,Fox,Absent,High,21/2/15 7:09,21/2/15,7:09:52,0.3,130,0.3
Persecuted,Bathurst,MP07,Fox,Absent,High,21/2/15 7:09,21/2/15,7:09:55,0.3,130,0.3
Persecuted,Bathurst,MP07,Fox,Absent,High,21/2/15 7:09,21/2/15,7:09:58,0.3,130,0.3
Persecuted,Bathurst,MP07,Fox,Absent,High,21/2/15 7:11,21/2/15,7:11:04,0.3,130,0.3
Persecuted,Bathurst,MP07,Fox,Absent,High,21/2/15 7:11,21/2/15,7:11:07,0.3,130,0.3
Persecuted,Bathurst,MP07,Fox,Absent,High,21/2/15 7:11,21/2/15,7:11:09,0.3,130,0.3
Persecuted,Bathurst,MP07,Fox,Absent,High,31/1/15 6:59,31/1/15,6:59:59,0.29,130,0.31
Persecuted,Bathurst,MP07,Fox,Absent,High,31/1/15 7:00,31/1/15,7:00:01,0.29,130,0.31
Persecuted,Bathurst,MP07,Fox,Absent,High,31/1/15 7:00,31/1/15,7:00:04,0.29,130,0.31
Persecuted,Bathurst,MP07,Fox,Absent,High,17/1/15 7:09,17/1/15,7:09:22,0.3,130,0.32
Persecuted,Bathurst,MP07,Fox,Absent,High,17/1/15 7:09,17/1/15,7:09:25,0.3,130,0.32
Persecuted,Bathurst,MP07,Fox,Absent,High,17/1/15 7:09,17/1/15,7:09:27,0.3,130,0.32
Persecuted,Bathurst,MP07,Fox,Absent,High,22/12/14 6:54,22/12/14,6:54:01,0.29,130,0.32
Persecuted,Bathurst,MP07,Fox,Absent,High,22/12/14 6:54,22/12/14,6:54:03,0.29,130,0.32
Persecuted,Bathurst,MP07,Fox,Absent,High,22/12/14 6:54,22/12/14,6:54:06,0.29,130,0.32
Persecuted,Bathurst,MP07,Fox,Absent,High,2/3/15 7:59,2/3/15,7:59:08,0.33,130,0.32
Persecuted,Bathurst,MP07,Fox,Absent,High,2/3/15 7:59,2/3/15,7:59:11,0.33,130,0.32
Persecuted,Bathurst,MP07,Fox,Absent,High,2/3/15 7:59,2/3/15,7:59:14,0.33,130,0.32
Persecuted,Bathurst,MP07,Fox,Absent,High,2/3/15 8:01,2/3/15,8:01:26,0.33,130,0.32
Persecuted,Bathurst,MP07,Fox,Absent,High,2/3/15 8:02,2/3/15,8:02:47,0.34,130,0.33
Persecuted,Bathurst,MP07,Fox,Absent,High,29/1/15 19:27,29/1/15,19:27:26,0.81,130,0.75
Persecuted,Bathurst,MP07,Fox,Absent,High,29/1/15 19:27,29/1/15,19:27:29,0.81,130,0.75
Persecuted,Bathurst,MP07,Fox,Absent,High,29/1/15 19:27,29/1/15,19:27:32,0.81,130,0.75
Persecuted,Bathurst,MP07,Fox,Absent,High,8/2/15 20:32,8/2/15,20:32:19,0.86,130,0.82
Persecuted,Bathurst,MP07,Fox,Absent,High,8/2/15 20:32,8/2/15,20:32:23,0.86,130,0.82
Persecuted,Bathurst,MP07,Fox,Absent,High,8/2/15 20:32,8/2/15,20:32:27,0.86,130,0.82
Persecuted,Bathurst,MP07,Fox,Absent,High,25/1/15 20:52,25/1/15,20:52:57,0.87,130,0.82
Persecuted,Bathurst,MP07,Fox,Absent,High,25/1/15 20:53,25/1/15,20:53:01,0.87,130,0.82
Persecuted,Bathurst,MP07,Fox,Absent,High,25/1/15 21:21,25/1/15,21:21:33,0.89,130,0.85
Persecuted,Bathurst,MP07,Fox,Absent,High,25/1/15 21:21,25/1/15,21:21:37,0.89,130,0.85
Persecuted,Bathurst,MP07,Fox,Absent,High,25/1/15 21:21,25/1/15,21:21:40,0.89,130,0.85
Persecuted,Bathurst,MP07,Fox,Absent,High,5/3/15 21:07,5/3/15,21:07:38,0.88,130,0.87
Persecuted,Bathurst,MP07,Fox,Absent,High,5/3/15 21:07,5/3/15,21:07:42,0.88,130,0.87
Persecuted,Bathurst,MP07,Fox,Absent,High,5/3/15 21:07,5/3/15,21:07:45,0.88,130,0.87
Persecuted,Bathurst,MP07,Fox,Absent,High,8/2/15 21:37,8/2/15,21:37:13,0.9,130,0.87
Persecuted,Bathurst,MP07,Fox,Absent,High,8/2/15 21:37,8/2/15,21:37:16,0.9,130,0.87
Persecuted,Bathurst,MP07,Fox,Absent,High,8/2/15 21:37,8/2/15,21:37:20,0.9,130,0.87
Persecuted,Bathurst,MP07,Fox,Absent,High,5/2/15 21:33,5/2/15,21:33:06,0.9,130,0.87
Persecuted,Bathurst,MP07,Fox,Absent,High,5/2/15 21:33,5/2/15,21:33:09,0.9,130,0.87
Persecuted,Bathurst,MP07,Fox,Absent,High,5/2/15 21:33,5/2/15,21:33:12,0.9,130,0.87
Persecuted,Bathurst,MP07,Fox,Absent,High,27/1/15 22:16,27/1/15,22:16:15,0.93,130,0.9
Persecuted,Bathurst,MP07,Fox,Absent,High,27/1/15 22:16,27/1/15,22:16:18,0.93,130,0.9
Persecuted,Bathurst,MP07,Fox,Absent,High,27/1/15 22:16,27/1/15,22:16:22,0.93,130,0.9
Persecuted,Bathurst,MP07,Fox,Absent,High,12/2/15 22:27,12/2/15,22:27:35,0.94,130,0.91
Persecuted,Bathurst,MP07,Fox,Absent,High,12/2/15 22:27,12/2/15,22:27:39,0.94,130,0.91
Persecuted,Bathurst,MP07,Fox,Absent,High,12/2/15 22:27,12/2/15,22:27:42,0.94,130,0.91
Persecuted,Bathurst,MP07,Fox,Absent,High,10/3/15 22:20,10/3/15,22:20:19,0.93,130,0.92
Persecuted,Bathurst,MP07,Fox,Absent,High,10/3/15 22:20,10/3/15,22:20:23,0.93,130,0.92
Persecuted,Bathurst,MP07,Fox,Absent,High,10/3/15 22:20,10/3/15,22:20:26,0.93,130,0.92
Persecuted,Bathurst,MP07,Fox,Absent,High,20/12/14 22:29,20/12/14,22:29:19,0.94,130,0.92
Persecuted,Bathurst,MP07,Fox,Absent,High,20/12/14 22:29,20/12/14,22:29:23,0.94,130,0.92
Persecuted,Bathurst,MP07,Fox,Absent,High,20/12/14 22:29,20/12/14,22:29:26,0.94,130,0.92
Persecuted,Bathurst,MP07,Fox,Absent,High,20/12/14 23:02,20/12/14,23:02:43,0.96,130,0.94
Persecuted,Bathurst,MP07,Fox,Absent,High,20/12/14 23:02,20/12/14,23:02:46,0.96,130,0.94
Persecuted,Bathurst,MP07,Fox,Absent,High,20/12/14 23:02,20/12/14,23:02:49,0.96,130,0.94
Persecuted,Bathurst,MP07,Fox,Absent,High,28/12/14 23:30,28/12/14,23:30:07,0.98,130,0.97
Persecuted,Bathurst,MP07,Fox,Absent,High,28/12/14 23:30,28/12/14,23:30:10,0.98,130,0.97
Persecuted,Bathurst,MP07,Fox,Absent,High,28/12/14 23:30,28/12/14,23:30:14,0.98,130,0.97
Persecuted,Bathurst,MP07,Fox,Absent,High,30/1/15 0:06,30/1/15,0:06:52,0,130,0.98
Persecuted,Bathurst,MP07,Fox,Absent,High,30/1/15 0:06,30/1/15,0:06:55,0,130,0.98
Persecuted,Bathurst,MP08,Fox,Absent,High,19/2/15 2:52,19/2/15,2:52:03,0.12,131,0.12
Persecuted,Bathurst,MP08,Fox,Absent,High,19/2/15 2:52,19/2/15,2:52:06,0.12,131,0.12
Persecuted,Bathurst,MP08,Fox,Absent,High,19/2/15 2:52,19/2/15,2:52:10,0.12,131,0.12
Persecuted,Bathurst,MP08,Fox,Absent,High,26/11/14 2:26,26/11/14,2:26:04,0.1,131,0.12
Persecuted,Bathurst,MP08,Fox,Absent,High,26/11/14 2:26,26/11/14,2:26:08,0.1,131,0.12
Persecuted,Bathurst,MP08,Fox,Absent,High,26/11/14 2:26,26/11/14,2:26:12,0.1,131,0.12
Persecuted,Bathurst,MP08,Fox,Absent,High,11/3/15 5:41,11/3/15,5:41:41,0.24,131,0.24
Persecuted,Bathurst,MP08,Fox,Absent,High,11/3/15 5:41,11/3/15,5:41:44,0.24,131,0.24
Persecuted,Bathurst,MP08,Fox,Absent,High,11/3/15 5:41,11/3/15,5:41:48,0.24,131,0.24
Persecuted,Bathurst,MP08,Fox,Absent,High,12/3/15 5:59,12/3/15,5:59:51,0.25,131,0.25
Persecuted,Bathurst,MP08,Fox,Absent,High,12/3/15 5:59,12/3/15,5:59:55,0.25,131,0.25
Persecuted,Bathurst,MP08,Fox,Absent,High,12/3/15 5:59,12/3/15,5:59:58,0.25,131,0.25
Persecuted,Bathurst,MP08,Fox,Absent,High,12/1/15 6:11,12/1/15,6:11:32,0.26,131,0.28
Persecuted,Bathurst,MP08,Fox,Absent,High,12/1/15 6:11,12/1/15,6:11:35,0.26,131,0.28
Persecuted,Bathurst,MP08,Fox,Absent,High,12/1/15 6:11,12/1/15,6:11:38,0.26,131,0.28
Persecuted,Bathurst,MP08,Fox,Absent,High,1/3/15 7:03,1/3/15,7:03:20,0.29,131,0.28
Persecuted,Bathurst,MP08,Fox,Absent,High,1/3/15 7:03,1/3/15,7:03:23,0.29,131,0.28
Persecuted,Bathurst,MP08,Fox,Absent,High,1/3/15 7:03,1/3/15,7:03:26,0.29,131,0.28
Persecuted,Bathurst,MP08,Fox,Absent,High,1/3/15 7:04,1/3/15,7:04:28,0.29,131,0.28
Persecuted,Bathurst,MP08,Fox,Absent,High,1/3/15 7:04,1/3/15,7:04:31,0.29,131,0.28
Persecuted,Bathurst,MP08,Fox,Absent,High,1/3/15 7:04,1/3/15,7:04:34,0.29,131,0.28
Persecuted,Bathurst,MP08,Fox,Absent,High,6/3/15 7:35,6/3/15,7:35:26,0.32,131,0.31
Persecuted,Bathurst,MP08,Fox,Absent,High,6/3/15 7:35,6/3/15,7:35:29,0.32,131,0.31
Persecuted,Bathurst,MP08,Fox,Absent,High,6/3/15 7:35,6/3/15,7:35:31,0.32,131,0.31
Persecuted,Bathurst,MP08,Fox,Absent,High,6/3/15 7:37,6/3/15,7:37:34,0.32,131,0.31
Persecuted,Bathurst,MP08,Fox,Absent,High,6/3/15 7:37,6/3/15,7:37:37,0.32,131,0.31
Persecuted,Bathurst,MP08,Fox,Absent,High,6/3/15 7:37,6/3/15,7:37:39,0.32,131,0.31
Persecuted,Bathurst,MP08,Fox,Absent,High,22/12/14 8:08,22/12/14,8:08:37,0.34,131,0.36
Persecuted,Bathurst,MP08,Fox,Absent,High,22/12/14 8:08,22/12/14,8:08:39,0.34,131,0.36
Persecuted,Bathurst,MP08,Fox,Absent,High,22/12/14 8:08,22/12/14,8:08:42,0.34,131,0.36
Persecuted,Bathurst,MP08,Fox,Absent,High,23/1/15 8:42,23/1/15,8:42:04,0.36,131,0.37
Persecuted,Bathurst,MP08,Fox,Absent,High,23/1/15 8:42,23/1/15,8:42:06,0.36,131,0.37
Persecuted,Bathurst,MP08,Fox,Absent,High,23/1/15 8:42,23/1/15,8:42:09,0.36,131,0.37
Persecuted,Bathurst,MP08,Fox,Absent,High,12/3/15 9:11,12/3/15,9:11:43,0.38,131,0.37
Persecuted,Bathurst,MP08,Fox,Absent,High,12/3/15 9:11,12/3/15,9:11:45,0.38,131,0.37
Persecuted,Bathurst,MP08,Fox,Absent,High,12/3/15 9:11,12/3/15,9:11:48,0.38,131,0.37
Persecuted,Bathurst,MP08,Fox,Absent,High,24/2/15 9:06,24/2/15,9:06:20,0.38,131,0.38
Persecuted,Bathurst,MP08,Fox,Absent,High,24/2/15 9:06,24/2/15,9:06:22,0.38,131,0.38
Persecuted,Bathurst,MP08,Fox,Absent,High,24/2/15 9:06,24/2/15,9:06:25,0.38,131,0.38
Persecuted,Bathurst,MP08,Fox,Absent,High,31/12/14 18:31,31/12/14,18:31:18,0.77,131,0.72
Persecuted,Bathurst,MP08,Fox,Absent,High,31/12/14 18:31,31/12/14,18:31:20,0.77,131,0.72
Persecuted,Bathurst,MP08,Fox,Absent,High,31/12/14 18:31,31/12/14,18:31:23,0.77,131,0.72
Persecuted,Bathurst,MP08,Fox,Absent,High,11/11/14 19:56,11/11/14,19:56:58,0.83,131,0.8
Persecuted,Bathurst,MP08,Fox,Absent,High,11/11/14 19:57,11/11/14,19:57:02,0.83,131,0.8
