site,fullrep,species,uevent,totbit,totmsbit,grpsiz,posi,indfeeding
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,13_3",7,1.891494383,2,2,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,4_1",12,3.2425618,2,2,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,5_2",11,2.972348317,2,2,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,5_3",3,0.81064045,2,2,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,6_4",15,4.05320225,2,2,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,6_7",3,0.81064045,2,2,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,8_1",19,5.134056183,2,2,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_3,10_2",11,2.972348317,2,3,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_3,11_1",7,1.891494383,2,3,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_3,11_2",1,0.270213483,2,3,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_3,3_1",3,0.81064045,2,3,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_3,3_2",3,0.81064045,2,3,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_3,4_1",2,0.540426967,2,3,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_3,5_3",1,0.270213483,2,3,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_3,6_1",21,5.67448315,2,3,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_3,7_1",9,2.43192135,2,3,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_4,10_2",6,1.6212809,2,4,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_4,11_4",7,1.891494383,2,4,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_4,3_2",4,1.080853933,2,4,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_4,3_3",7,1.891494383,2,4,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_4,3_5",3,0.81064045,2,4,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_4,5_1",13,3.512775283,2,4,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_4,5_4",5,1.351067417,2,4,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_4,6_1",2,0.540426967,2,4,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_4,6_2",7,1.891494383,2,4,2
ks,ks_4_2,Siganus virgatus ,"ks_4_2_2,11_1",3,0.81064045,2,2,2
ks,ks_4_2,Siganus virgatus ,"ks_4_2_2,3_2",7,1.891494383,2,2,1
ks,ks_4_2,Siganus virgatus ,"ks_4_2_3,10_1",8,2.161707867,2,3,1
ks,ks_4_2,Siganus virgatus ,"ks_4_2_3,10_2",3,0.81064045,2,3,1
ks,ks_4_2,Siganus virgatus ,"ks_4_2_3,3_2",6,1.6212809,2,3,1
ks,ks_4_2,Siganus virgatus ,"ks_4_2_3,4_1",6,1.6212809,2,3,2
ks,ks_4_2,Siganus virgatus ,"ks_4_2_3,5_2",3,0.81064045,2,3,1
ks,ks_4_2,Siganus virgatus ,"ks_4_2_3,5_4",2,0.540426967,2,3,1
ks,ks_4_2,Siganus virgatus ,"ks_4_2_3,8_4",4,1.080853933,2,3,1
ks,ks_4_2,Siganus virgatus ,"ks_4_2_4,10_1",11,2.972348317,2,4,1
ks,ks_4_2,Siganus virgatus ,"ks_4_2_4,3_1",4,1.080853933,2,4,1
ks,ks_4_2,Siganus virgatus ,"ks_4_2_4,5_1",2,0.540426967,2,4,1
ks,ks_4_2,Siganus virgatus ,"ks_4_2_4,5_3",2,0.540426967,2,4,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,10_1",9,2.43192135,2,1,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,10_3",3,0.81064045,2,1,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,12_2",7,1.891494383,2,1,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,12_3",2,0.540426967,2,1,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,4_1",4,1.080853933,2,1,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,5_1",3,0.81064045,2,1,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,5_2",2,0.540426967,2,1,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,5_3",12,3.2425618,2,1,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,5_4",11,2.972348317,2,1,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,5_6",4,1.080853933,2,1,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,6_1",2,0.540426967,2,1,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,6_2",9,2.43192135,2,1,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_1,6_3",7,1.891494383,2,1,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_2,11_4",3,0.81064045,2,2,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_2,13_3",6,1.6212809,2,2,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_2,3_2",5,1.351067417,2,2,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_2,5_3",4,1.080853933,2,2,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_2,5_5",3,0.81064045,2,2,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_2,8_1",6,1.6212809,2,2,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_2,9_1",7,1.891494383,2,2,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_2,9_3",3,0.81064045,2,2,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_3,1_1",9,2.43192135,2,3,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_3,1_2",4,1.080853933,2,3,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_3,1_3",16,4.323415733,2,3,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_3,11_1",8,2.161707867,2,3,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_3,3_1",7,1.891494383,2,3,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_3,3_3",7,1.891494383,2,3,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_3,4_3",1,0.270213483,2,3,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_3,4_5",4,1.080853933,2,3,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_3,7_4",1,0.270213483,2,3,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_3,8_2",8,2.161707867,2,3,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_3,8_3",2,0.540426967,2,3,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,1_2",2,0.540426967,2,4,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,1_3",7,1.891494383,2,4,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,1_4",11,2.972348317,2,4,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,11_2",2,0.540426967,2,4,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,11_3",2,0.540426967,2,4,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,12_1",4,1.080853933,2,4,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,12_2",3,0.81064045,2,4,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,13_1",5,1.351067417,2,4,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,13_2",13,3.512775283,2,4,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,13_3",4,1.080853933,2,4,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,3_1",10,2.702134833,2,4,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,3_3",3,0.81064045,2,4,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,4_2",4,1.080853933,2,4,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,4_3",5,1.351067417,2,4,2
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,4_4",1,0.270213483,2,4,1
ks,ks_6_1,Siganus virgatus ,"ks_6_1_4,7_1",11,2.972348317,2,4,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_1,10_1",5,1.351067417,2,1,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_1,10_2",1,0.270213483,2,1,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_1,5_1",1,0.270213483,2,1,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,1_2",6,1.6212809,2,2,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,10_1",6,1.6212809,2,2,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,10_2",9,2.43192135,2,2,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,11_1",4,1.080853933,2,2,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,12_1",5,1.351067417,2,2,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,12_2",4,1.080853933,2,2,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,13_1",6,1.6212809,2,2,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,3_1",7,1.891494383,2,2,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,3_2",5,1.351067417,2,2,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,3_3",9,2.43192135,2,2,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,3_4",2,0.540426967,2,2,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,7_1",6,1.6212809,2,2,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,7_2",3,0.81064045,2,2,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,7_3",6,1.6212809,2,2,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,7_4",4,1.080853933,2,2,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_2,8_1",9,2.43192135,2,2,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,1_1",5,1.351067417,2,3,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,1_5",3,0.81064045,2,3,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,1_6",2,0.540426967,2,3,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,10_1",1,0.270213483,2,3,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,10_4",8,2.161707867,2,3,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,12_2",1,0.270213483,2,3,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,2_3",2,0.540426967,2,3,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,2_4",3,0.81064045,2,3,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,3_2",1,0.270213483,2,3,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,3_3",9,2.43192135,2,3,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,3_4",8,2.161707867,2,3,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,3_5",2,0.540426967,2,3,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,9_1",6,1.6212809,2,3,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,9_2",2,0.540426967,2,3,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_3,9_3",12,3.2425618,2,3,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,1_2",1,0.270213483,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,1_5",1,0.270213483,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,11_1",2,0.540426967,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,11_2",13,3.512775283,2,4,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,13_1",7,1.891494383,2,4,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,2_2",2,0.540426967,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,2_5",4,1.080853933,2,4,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,3_2",3,0.81064045,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,3_3",1,0.270213483,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,3_5",3,0.81064045,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,4_1",13,3.512775283,2,4,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,4_2",6,1.6212809,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,5_1",19,5.134056183,2,4,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,5_3",2,0.540426967,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,5_4",3,0.81064045,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,7_2",1,0.270213483,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,7_3",3,0.81064045,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,7_5",6,1.6212809,2,4,2
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,8_10",4,1.080853933,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,8_3",7,1.891494383,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,8_4",3,0.81064045,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,8_5",2,0.540426967,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,8_7",3,0.81064045,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,8_8",2,0.540426967,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,8_9",1,0.270213483,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,9_1",3,0.81064045,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,9_2",8,2.161707867,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,9_3",2,0.540426967,2,4,1
ks,ks_6_2,Siganus virgatus ,"ks_6_2_4,9_4",3,0.81064045,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_1,12_1",1,0.270213483,2,1,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_1,12_2",3,0.81064045,2,1,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_1,12_3",14,3.782988767,2,1,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_1,12_4",2,0.540426967,2,1,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_1,3_1",3,0.711563396,2,1,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_1,3_2",6,1.423126792,2,1,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_1,6_1",2,0.540426967,2,1,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_1,6_2",1,0.270213483,2,1,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_1,6_3",2,0.540426967,2,1,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,11_1",3,0.81064045,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,11_2",2,0.540426967,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,11_3",5,1.351067417,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,11_4",2,0.540426967,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,11_5",2,0.540426967,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,3_2",3,0.81064045,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,5_3",2,0.540426967,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,5_4",1,0.270213483,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,5_6",9,2.43192135,2,2,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,6_1",4,1.080853933,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,6_4",10,2.702134833,2,2,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,7_1",7,1.891494383,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,7_2",2,0.540426967,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,7_3",5,1.351067417,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,8_1",3,0.81064045,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,8_5",4,1.080853933,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,8_7",3,0.81064045,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,9_2",10,2.702134833,2,2,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_2,9_3",5,1.351067417,2,2,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,1_1",10,2.702134833,2,3,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,1_3",7,1.891494383,2,3,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,10_1",4,1.080853933,2,3,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,10_2",4,1.080853933,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,10_3",2,0.540426967,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,11_2",1,0.270213483,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,11_4",3,0.81064045,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,11_6",7,1.891494383,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,12_3",6,1.6212809,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,3_1",5,1.351067417,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,3_4",13,3.512775283,2,3,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,4_2",12,3.2425618,2,3,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,4_4",1,0.270213483,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,4_5",2,0.540426967,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,5_1",1,0.270213483,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,5_2",3,0.81064045,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,5_3",2,0.540426967,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,6_3",1,0.270213483,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,7_2",3,0.81064045,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,7_4",6,1.6212809,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,8_1",2,0.540426967,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,8_4",7,1.891494383,2,3,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_3,8_6",2,0.540426967,2,3,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,1_3",3,0.81064045,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,1_4",11,2.972348317,2,4,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,11_1",3,0.81064045,2,4,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,12_2",7,1.891494383,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,12_3",2,0.540426967,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,12_4",9,2.43192135,2,4,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,13_1",3,0.81064045,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,2_1",3,0.81064045,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,2_2",6,1.6212809,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,2_3",8,2.161707867,2,4,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,2_4",6,1.6212809,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,3_1",2,0.540426967,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,3_6",2,0.540426967,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,4_1",5,1.351067417,2,4,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,4_2",3,0.81064045,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,4_4",5,1.351067417,2,4,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,6_1",15,4.05320225,2,4,2
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,8_2",1,0.270213483,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,8_6",3,0.81064045,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,8_7",5,1.351067417,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,9_1",8,2.161707867,2,4,1
ks,ks_8_1,Siganus virgatus ,"ks_8_1_4,9_3",5,1.351067417,2,4,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,3_1",6,1.6212809,2,1,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,4_1",1,0.270213483,2,1,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,4_2",9,2.43192135,2,1,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,4_3",1,0.270213483,2,1,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,5_3",4,1.080853933,2,1,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,5_4",5,1.351067417,2,1,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,6_2",7,1.891494383,2,1,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,7_1",3,0.81064045,2,1,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,7_2",12,3.2425618,2,1,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,8_1",5,1.351067417,2,1,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,9_2",2,0.540426967,2,1,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,9_3",1,0.270213483,2,1,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_1,9_4",3,0.81064045,2,1,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,1_1",1,0.270213483,2,2,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,1_2",6,1.6212809,2,2,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,10_4",3,0.81064045,2,2,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,10_5",2,0.540426967,2,2,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,11_1",7,1.891494383,2,2,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,11_3",6,1.6212809,2,2,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,11_6",12,3.2425618,2,2,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,12_1",2,0.540426967,2,2,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,2_4",3,0.81064045,2,2,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,2_7",2,0.540426967,2,2,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,2_8",6,1.6212809,2,2,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,4_2",2,0.540426967,2,2,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,4_3",11,2.972348317,2,2,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,6_3",4,1.080853933,2,2,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_2,9_3",6,1.6212809,2,2,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_3,1_2",24,6.4851236,2,3,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_3,10_1",7,1.891494383,2,3,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_3,3_1",2,0.540426967,2,3,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_3,3_2",3,0.81064045,2,3,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_3,4_2",9,2.43192135,2,3,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_3,4_4",5,1.351067417,2,3,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_3,4_7",1,0.270213483,2,3,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_3,5_1",13,3.512775283,2,3,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_3,5_3",3,0.81064045,2,3,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_3,6_3",3,0.81064045,2,3,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_3,6_5",4,1.080853933,2,3,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_3,9_6",3,0.81064045,2,3,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,1_3",3,0.81064045,2,4,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,1_5",6,1.6212809,2,4,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,1_6",3,0.81064045,2,4,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,11_1",8,2.161707867,2,4,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,11_2",17,4.593629217,2,4,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,11_3",3,0.81064045,2,4,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,11_4",3,0.81064045,2,4,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,2_1",5,1.351067417,2,4,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,2_2",10,2.702134833,2,4,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,4_4",6,1.6212809,2,4,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,6_1",6,1.6212809,2,4,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,7_1",7,1.891494383,2,4,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,7_2",1,0.270213483,2,4,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,7_3",3,0.81064045,2,4,2
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,8_4",3,0.81064045,2,4,1
ks,ks_8_2,Siganus virgatus ,"ks_8_2_4,8_6",2,0.540426967,2,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_1,10_1",4,0.914246014,2,1,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_1,10_2",1,0.228561504,2,1,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_1,12_1",2,0.540426967,2,1,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_1,12_2",6,1.6212809,2,1,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_1,3_2",4,1.080853933,2,1,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_1,3_4",6,1.6212809,2,1,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_1,5_1",5,1.351067417,2,1,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_1,7_1",12,3.2425618,2,1,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_1,9_1",11,2.514176539,2,1,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,10_1",16,4.323415733,2,2,2
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,10_2",21,5.67448315,2,2,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_2,10_3",52,14.05110113,2,2,2
