site,fullrep,species,uevent,totbit,totmsbit,grpsiz,posi,indfeeding
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,6_5",15,4.05320225,1,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,8_3",17,4.593629217,1,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,8_7",16,4.323415733,1,4,1
rl,rl_1_1,Siganus virgatus ,"rl_1_1_4,9_1",8,2.161707867,1,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_1,11_1",1,0.270213483,1,1,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_1,11_2",1,0.270213483,1,1,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_1,2_1",2,0.540426967,1,1,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,11_1",5,1.351067417,1,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,11_5",3,0.81064045,1,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,2_1",4,1.080853933,1,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,6_2",5,1.351067417,1,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,6_3",8,2.161707867,1,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,6_4",3,0.81064045,1,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_2,6_6",3,0.81064045,1,2,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,11_4",1,0.270213483,1,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,12_1",3,0.81064045,1,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,12_2",8,2.449628444,1,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,13_1",1,0.306203555,1,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,13_2",1,0.306203555,1,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,13_4",7,1.891494383,1,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,5_7",1,0.270213483,1,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,6_5",5,1.351067417,1,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_3,7_10",5,1.351067417,1,3,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,2_9",4,1.080853933,1,4,1
rl,rl_1_2,Siganus virgatus ,"rl_1_2_4,6_2",4,1.080853933,1,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_1,3_2",4,1.080853933,1,1,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_1,3_4",3,0.81064045,1,1,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_1,3_5",2,0.540426967,1,1,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_1,4_1",4,1.080853933,1,1,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_1,4_3",1,0.270213483,1,1,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_2,9_1",3,0.81064045,1,2,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_2,9_2",5,1.351067417,1,2,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_2,9_4",2,0.540426967,1,2,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,11_1",1,0.270213483,1,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,12_1",2,0.540426967,1,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,3_2",3,0.81064045,1,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,3_5",2,0.540426967,1,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,7_1",2,0.540426967,1,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,7_2",3,0.81064045,1,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_3,7_4",2,0.540426967,1,3,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,3_4",6,1.6212809,1,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,7_1",2,0.540426967,1,4,1
rl,rl_3_1,Siganus virgatus ,"rl_3_1_4,7_2",6,1.6212809,1,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,12_1",5,1.351067417,1,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,12_4",4,1.080853933,1,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,12_5",3,0.81064045,1,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,3_1",4,1.080853933,1,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,4_1",1,0.270213483,1,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,5_1",1,0.270213483,1,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_1,8_1",3,0.81064045,1,1,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,10_2",6,1.6212809,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,11_1",3,0.81064045,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,11_3",2,0.540426967,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,12_1",3,0.81064045,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,2_1",5,1.351067417,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,4_1",5,1.351067417,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,5_3",4,1.080853933,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,8_2",2,0.540426967,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,8_3",3,0.81064045,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,8_4",1,0.270213483,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,8_6",3,0.81064045,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,9_1",3,0.81064045,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_2,9_3",2,0.540426967,1,2,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,3_1",1,0.270213483,1,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,3_3",5,1.351067417,1,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,4_3",19,5.134056183,1,3,2
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,4_4",11,2.972348317,1,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,4_5",9,2.43192135,1,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,6_4",3,0.81064045,1,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,9_1",1,0.270213483,1,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,9_2",3,0.81064045,1,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,9_4",3,0.81064045,1,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_3,9_6",4,1.080853933,1,3,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,1_1",4,1.080853933,1,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,1_2",3,0.81064045,1,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,10_1",2,0.540426967,1,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,10_4",2,0.540426967,1,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,12_1",3,0.81064045,1,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,2_6",1,0.270213483,1,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,3_1",7,1.891494383,1,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,4_1",2,0.540426967,1,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,9_2",2,0.540426967,1,4,1
rl,rl_5_1,Siganus virgatus ,"rl_5_1_4,9_6",12,3.2425618,1,4,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,4_1",6,1.6212809,1,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,5_1",3,0.81064045,1,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,5_2",2,0.540426967,1,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,5_3",2,0.540426967,1,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,6_1",3,0.81064045,1,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_1,6_2",4,1.080853933,1,1,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,10_1",6,1.6212809,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,2_2",3,0.81064045,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,2_3",4,1.080853933,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,3_1",3,0.81064045,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,3_2",5,1.351067417,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,3_4",3,0.81064045,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,4_2",6,1.6212809,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,5_1",4,1.080853933,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,5_3",3,0.81064045,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,6_4",3,0.81064045,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,6_6",2,0.540426967,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,6_8",3,0.81064045,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,9_2",4,1.080853933,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_2,9_3",5,1.351067417,1,2,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_3,10_1",4,1.080853933,1,3,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_3,11_1",2,0.540426967,1,3,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_3,11_2",4,1.080853933,1,3,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_3,3_5",4,1.080853933,1,3,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_3,3_7",1,0.270213483,1,3,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_3,3_8",9,2.43192135,1,3,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_3,6_2",4,1.080853933,1,3,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_4,3_1",9,2.43192135,1,4,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_4,3_5",5,1.351067417,1,4,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_4,5_1",5,1.351067417,1,4,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_4,5_2",3,0.81064045,1,4,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_4,7_2",3,0.81064045,1,4,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_4,7_7",4,1.080853933,1,4,1
rl,rl_5_2,Siganus virgatus ,"rl_5_2_4,9_1",2,0.540426967,1,4,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_1,11_1",4,1.080853933,1,1,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_2,1_1",3,0.81064045,1,2,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_2,1_2",2,0.540426967,1,2,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_2,13_1",4,1.080853933,1,2,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_2,2_1",3,0.81064045,1,2,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_2,2_2",1,0.270213483,1,2,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_2,4_2",2,0.540426967,1,2,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_2,8_1",2,0.540426967,1,2,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_3,12_1",4,1.080853933,1,3,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_4,1_1",3,0.81064045,1,4,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_4,10_3",3,0.81064045,1,4,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_4,11_1",7,1.891494383,1,4,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_4,12_3",2,0.540426967,1,4,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_4,12_4",6,1.6212809,1,4,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_4,12_5",3,0.81064045,1,4,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_4,4_1",3,0.81064045,1,4,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_4,4_11",3,0.81064045,1,4,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_4,4_2",5,1.351067417,1,4,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_4,5_1",3,0.81064045,1,4,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_4,6_1",2,0.540426967,1,4,1
rl,rl_7_1,Siganus virgatus ,"rl_7_1_4,9_7",7,1.891494383,1,4,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,11_1",2,0.540426967,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,11_2",1,0.270213483,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,11_4",2,0.540426967,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,11_5",3,0.81064045,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,12_1",3,0.81064045,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,13_1",2,0.540426967,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,13_2",4,1.080853933,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,13_3",1,0.270213483,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,2_1",3,0.81064045,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,5_2",5,1.351067417,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,5_3",3,0.81064045,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,7_3",1,0.270213483,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,7_6",3,0.81064045,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,7_7",1,0.270213483,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,7_9",4,1.080853933,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,8_1",3,0.81064045,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_1,8_2",2,0.540426967,1,1,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_2,1_2",1,0.270213483,1,2,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_2,1_3",1,0.270213483,1,2,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_2,5_1",2,0.540426967,1,2,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_2,6_1",3,0.81064045,1,2,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_2,7_3",3,0.81064045,1,2,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_2,7_4",6,1.6212809,1,2,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_2,7_6",5,1.351067417,1,2,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_2,8_1",8,2.161707867,1,2,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_2,8_3",4,1.080853933,1,2,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_2,8_6",4,1.080853933,1,2,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_3,1_3",3,0.81064045,1,3,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_3,4_3",2,0.540426967,1,3,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_3,7_1",5,1.351067417,1,3,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_4,1_3",3,0.81064045,1,4,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_4,4_10",8,2.161707867,1,4,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_4,4_11",4,1.080853933,1,4,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_4,6_5",4,1.080853933,1,4,1
rl,rl_7_2,Siganus virgatus ,"rl_7_2_4,7_2",7,1.891494383,1,4,1
ks,ks_2_2,Kyphosus vaigiensis ,"ks_2_2_3,8_2",18,11.02350622,2,3,2
ks,ks_2_2,Kyphosus vaigiensis ,"ks_2_2_4,8_1",6,3.674502072,2,4,1
ks,ks_2_2,Kyphosus vaigiensis ,"ks_2_2_4,8_2",12,7.349004144,2,4,2
ks,ks_6_2,Kyphosus vaigiensis ,"ks_6_2_3,7_3",14,6.953075938,2,3,2
ks,ks_6_2,Kyphosus vaigiensis ,"ks_6_2_4,11_1",9,4.469834531,2,4,2
ks,ks_6_2,Kyphosus vaigiensis ,"ks_6_2_4,11_3",12,5.959779375,2,4,2
rl,rl_1_2,Kyphosus vaigiensis ,"rl_1_2_3,11_1",6,4.470146229,2,3,1
rl,rl_3_1,Kyphosus vaigiensis ,"rl_3_1_3,5_1",4,2.980097486,2,3,1
rl,rl_7_2,Kyphosus vaigiensis ,"rl_7_2_1,3_1",7,5.215170601,2,1,2
rl,rl_7_2,Kyphosus vaigiensis ,"rl_7_2_1,3_2",5,3.725121858,2,1,1
rl,rl_7_2,Kyphosus vaigiensis ,"rl_7_2_4,4_5",5,3.725121858,2,4,1
rl,rl_7_2,Kyphosus vaigiensis ,"rl_7_2_4,4_6",2,1.490048743,2,4,1
rl,rl_1_1,Scarus ghobban ,"rl_1_1_4,6_3",3,1.869675697,2,4,1
ks,ks_2_2,Scarus rivulatus,"ks_2_2_3,4_6",3,1.585645807,2,3,1
ks,ks_6_1,Scarus rivulatus,"ks_6_1_1,8_2",1,0.280671094,2,1,1
ks,ks_6_1,Scarus rivulatus,"ks_6_1_3,10_2",4,1.469093793,2,3,1
ks,ks_6_2,Scarus rivulatus,"ks_6_2_3,11_1",7,2.570914138,2,3,2
ks,ks_6_2,Scarus rivulatus,"ks_6_2_3,3_1",3,1.411071013,2,3,1
ks,ks_6_2,Scarus rivulatus,"ks_6_2_3,7_1",3,1.101820345,2,3,1
ks,ks_6_2,Scarus rivulatus,"ks_6_2_3,7_2",5,1.836367242,2,3,2
ks,ks_8_1,Scarus rivulatus,"ks_8_1_4,8_4",2,0.940714009,2,4,1
ks,ks_2_1,Siganus canaliculatus,"ks_2_1_1,12_1",3,0.556890488,2,1,1
ks,ks_2_1,Siganus canaliculatus,"ks_2_1_1,2_1",3,0.843941124,2,1,1
ks,ks_2_1,Siganus canaliculatus,"ks_2_1_3,3_2",2,0.562627416,2,3,1
ks,ks_2_1,Siganus canaliculatus,"ks_2_1_3,3_3",4,1.125254832,2,3,1
ks,ks_2_2,Siganus canaliculatus,"ks_2_2_1,6_2",3,0.843941124,2,1,1
ks,ks_2_2,Siganus canaliculatus,"ks_2_2_1,6_3",1,0.281313708,2,1,1
ks,ks_4_1,Siganus canaliculatus,"ks_4_1_2,9_2",1,0.319582739,2,2,1
ks,ks_4_1,Siganus canaliculatus,"ks_4_1_2,9_3",4,1.278330956,2,2,1
ks,ks_6_1,Siganus canaliculatus,"ks_6_1_2,3_3",1,0.281313708,2,2,1
ks,ks_8_1,Siganus canaliculatus,"ks_8_1_1,2_1",3,0.958748217,2,1,1
ks,ks_2_1,Siganus javus,"ks_2_1_4,1_2",2,0.428672413,2,4,1
ks,ks_4_1,Siganus javus,"ks_4_1_4,5_4",1,0.129301965,2,4,1
ks,ks_4_2,Siganus javus,"ks_4_2_2,10_1",2,0.336802763,2,2,1
ks,ks_4_2,Siganus javus,"ks_4_2_2,10_2",2,0.336802763,2,2,1
ks,ks_6_1,Siganus javus,"ks_6_1_1,10_1",3,0.505204144,2,1,1
ks,ks_6_1,Siganus javus,"ks_6_1_1,2_1",3,0.505204144,2,1,1
ks,ks_6_1,Siganus javus,"ks_6_1_1,2_2",2,0.336802763,2,1,1
ks,ks_6_1,Siganus javus,"ks_6_1_1,9_1",2,0.336802763,2,1,1
ks,ks_6_1,Siganus javus,"ks_6_1_1,9_2",2,0.336802763,2,1,1
ks,ks_6_1,Siganus javus,"ks_6_1_1,9_4",1,0.168401381,2,1,1
ks,ks_6_1,Siganus javus,"ks_6_1_2,1_2",2,0.336802763,2,2,1
ks,ks_6_1,Siganus javus,"ks_6_1_2,6_1",1,0.168401381,2,2,1
ks,ks_6_1,Siganus javus,"ks_6_1_3,2_1",4,0.673605525,2,3,2
ks,ks_6_1,Siganus javus,"ks_6_1_4,6_1",2,0.336802763,2,4,1
ks,ks_6_1,Siganus javus,"ks_6_1_4,6_2",3,0.505204144,2,4,1
ks,ks_8_2,Siganus javus,"ks_8_2_2,9_2",3,0.505204144,2,2,1
rl,rl_1_1,Siganus javus,"rl_1_1_2,11_4",2,0.336802763,2,2,1
rl,rl_1_1,Siganus javus,"rl_1_1_3,11_2",3,0.720047152,2,3,2
rl,rl_7_1,Siganus javus,"rl_7_1_4,1_3",3,0.720047152,2,4,2
rl,rl_7_2,Siganus javus,"rl_7_2_3,1_5",1,0.214336207,2,3,1
ks,ks_2_1,Siganus virgatus ,"ks_2_1_1,10_3",4,1.080853933,2,1,2
ks,ks_2_1,Siganus virgatus ,"ks_2_1_1,5_4",1,0.270213483,2,1,1
ks,ks_2_1,Siganus virgatus ,"ks_2_1_2,10_2",4,1.080853933,2,2,2
ks,ks_2_1,Siganus virgatus ,"ks_2_1_2,10_4",1,0.270213483,2,2,1
ks,ks_2_1,Siganus virgatus ,"ks_2_1_2,13_1",5,1.351067417,2,2,2
ks,ks_2_1,Siganus virgatus ,"ks_2_1_2,3_1",4,0.827981523,2,2,2
ks,ks_2_1,Siganus virgatus ,"ks_2_1_2,5_2",7,1.66031459,2,2,2
ks,ks_2_1,Siganus virgatus ,"ks_2_1_2,6_3",4,1.080853933,2,2,1
ks,ks_2_1,Siganus virgatus ,"ks_2_1_2,6_5",5,1.351067417,2,2,2
ks,ks_2_1,Siganus virgatus ,"ks_2_1_2,8_1",4,0.948751195,2,2,2
ks,ks_2_1,Siganus virgatus ,"ks_2_1_3,13_1",4,1.080853933,2,3,2
ks,ks_2_1,Siganus virgatus ,"ks_2_1_3,9_5",1,0.237187799,2,3,1
ks,ks_2_1,Siganus virgatus ,"ks_2_1_4,11_3",5,1.351067417,2,4,2
ks,ks_2_1,Siganus virgatus ,"ks_2_1_4,11_5",1,0.270213483,2,4,1
ks,ks_2_1,Siganus virgatus ,"ks_2_1_4,13_2",5,1.351067417,2,4,2
ks,ks_2_1,Siganus virgatus ,"ks_2_1_4,7_4",6,1.6212809,2,4,1
ks,ks_2_1,Siganus virgatus ,"ks_2_1_4,9_1",12,3.2425618,2,4,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_1,12_1",5,1.351067417,2,1,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_1,3_3",1,0.206995381,2,1,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_1,4_1",6,1.6212809,2,1,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_1,4_4",2,0.540426967,2,1,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_1,4_5",8,2.161707867,2,1,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_1,5_4",2,0.540426967,2,1,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_1,8_3",8,2.161707867,2,1,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_2,10_1",11,2.972348317,2,2,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_2,10_2",6,1.6212809,2,2,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_2,13_2",7,1.891494383,2,2,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_2,3_2",1,0.270213483,2,2,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_2,3_8",6,1.6212809,2,2,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_2,6_1",2,0.540426967,2,2,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_2,6_2",10,2.702134833,2,2,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_2,6_3",1,0.270213483,2,2,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_2,8_6",7,1.891494383,2,2,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,1_1",4,1.080853933,2,3,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,4_3",6,1.6212809,2,3,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,4_5",4,1.080853933,2,3,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,4_6",4,1.080853933,2,3,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,5_3",2,0.540426967,2,3,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,6_1",13,3.512775283,2,3,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,7_1",9,2.43192135,2,3,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,7_2",3,0.81064045,2,3,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,7_4",2,0.540426967,2,3,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,8_1",7,1.891494383,2,3,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,8_4",2,0.540426967,2,3,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,9_1",2,0.540426967,2,3,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_3,9_3",15,4.05320225,2,3,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,10_2",1,0.270213483,2,4,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,10_3",10,2.702134833,2,4,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,11_3",2,0.540426967,2,4,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,12_1",7,1.891494383,2,4,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,2_1",19,5.134056183,2,4,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,2_2",6,1.6212809,2,4,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,5_3",6,1.6212809,2,4,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,6_1",3,0.81064045,2,4,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,6_2",3,0.81064045,2,4,1
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,6_3",7,1.891494383,2,4,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,6_4",8,2.161707867,2,4,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,6_5",14,3.782988767,2,4,2
ks,ks_2_2,Siganus virgatus ,"ks_2_2_4,9_2",8,2.161707867,2,4,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,1_1",10,2.702134833,2,2,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,1_2",2,0.540426967,2,2,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,1_3",1,0.270213483,2,2,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,10_2",8,2.161707867,2,2,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,10_3",9,2.43192135,2,2,2
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,10_4",3,0.81064045,2,2,1
ks,ks_4_1,Siganus virgatus ,"ks_4_1_2,13_1",11,2.972348317,2,2,2
