series,m0,m0_over_y0,rmse_normalized_prey,rmse_normalized_predator,rmse_normalized_total,validation_rmse_normalized_prey,validation_rmse_normalized_predator,validation_rmse_normalized_total,profile_rss,profile_likelihood_ratio,inside_confidence_interval,confidence_level,likelihood_ratio_threshold,optimization_status,r,K,a,theta,e,mu,phi,delta
windermere_north_pike_perch,7.3500000000000005,0.75,0.05339809958474712,0.22096741527764518,0.16074507092558993,3.82561117760007,0.4272493961169753,2.7219334055649593,0.9302032017674258,0.6415685500992852,True,0.95,3.841458820694124,usable_limit,0.6475820915237056,7895.771948766527,0.6350968604687749,0.9999338863023666,0.010478968019699544,0.10034706774926336,0.146377041837258,1.0
windermere_north_pike_perch,9.8,1.0,0.042979683381610054,0.22179247740837288,0.15974848390286375,4.45782349824522,0.43070197757509404,3.1668355289621806,0.9187048119334867,0.1937935741219121,True,0.95,3.841458820694124,usable_limit,0.6297148907397907,6403.035692010546,0.8541566890825311,0.4409783082456428,0.029120220385862098,0.14860730405835765,0.09593288634598685,1.0
windermere_north_pike_perch,14.700000000000001,1.5,0.05777082979238655,0.22127588278975094,0.16171036620959786,3.202381944308168,0.4294069564536879,2.2846925888926264,0.9414087314271209,1.0726449721880589,True,0.95,3.841458820694124,usable_limit,0.5445840736310172,6166.191521667058,0.6655223677972859,0.5152313093011667,0.03143481965828805,0.1334147132776334,0.10146171027036904,1.0
windermere_north_pike_perch,19.6,2.0,0.06512519622738763,0.2212018487968159,0.1630514475476761,3.2250744804191323,0.42742547487818194,2.3004127826137615,0.9570878837061323,1.667286343790858,True,0.95,3.841458820694124,usable_limit,0.5392115930574775,6161.742917256079,0.6209440352422956,0.5489779082339771,0.030604892814859893,0.1269917547120293,0.09678688643609855,1.0
windermere_north_pike_perch,29.400000000000002,3.0,0.0664025982236782,0.2213623616143505,0.16341756360675816,3.1664492777447104,0.4253318371843679,2.2591268446296486,0.9613908034260786,1.8287740587274093,True,0.95,3.841458820694124,usable_limit,0.5049652062816293,6167.086831719158,0.6832758590276192,0.48371355208901035,0.03360906867905423,0.13830781939167014,0.07112085884420008,1.0
windermere_north_pike_perch,49.0,5.0,0.07618482075596326,0.22097043472266684,0.16527561818844094,3.163276159690898,0.43200919221332784,2.2575371541378457,0.9833770788325672,2.6427937116224465,True,0.95,3.841458820694124,usable_limit,0.48182177633434004,6683.174242090937,0.5947192826830107,0.46114364611885245,0.011612253432265218,0.1095418373799832,0.05588317412454695,1.0
windermere_south_pike_perch,0.0,0.0,0.056935925987968934,0.18780926228050318,0.13876962683969124,1.9611081840040627,0.31044488189127906,1.4039802943881021,0.6932523359961776,0.0,True,0.95,3.841458820694124,usable_limit,0.3840443553404103,18415.823902243188,0.13795875289400197,0.012869694324304414,0.01594853616542481,0.11102310812711427,0.0035417044298694544,1.0
windermere_south_pike_perch,1.725,0.25,0.05703616288241879,0.18786189669499614,0.13882581911552191,1.9294597186630345,0.33720930646806313,1.3850135238169892,0.693813889911442,0.029149209571122443,True,0.95,3.841458820694124,success,0.39078086261892636,18398.9817479041,0.13203059277909987,0.011580541619334635,0.016453098551137992,0.11776982720852369,0.003522826406586291,1.0
windermere_south_pike_perch,3.45,0.5,0.05954690872938592,0.1879536422504293,0.13941378334732218,2.062155566166398,0.35133239719238,1.4791754514573316,0.6997033075397072,0.33344440930172026,True,0.95,3.841458820694124,success,0.3920088428472244,18400.53737257727,0.13188496413330114,0.01157986304613173,0.016495839344689827,0.11755765911840167,0.0035214860286204674,1.0
windermere_south_pike_perch,5.175000000000001,0.75,0.05773685067315245,0.18790926347894815,0.1390025813192954,1.9979697070346274,0.3464632711939032,1.4338618741905398,0.6955818340833839,0.12076605197451942,True,0.95,3.841458820694124,success,0.3920088428477247,18400.53737257766,0.13188496413318612,0.01157986304615597,0.01649583934467122,0.11755765911851737,0.003521486028620258,1.0
windermere_south_pike_perch,6.9,1.0,0.057078425308321905,0.18787935202244607,0.13884631351255222,1.9347612425486427,0.3397407920497137,1.3890149155878304,0.6940187559369339,0.03977754720728131,True,0.95,3.841458820694124,success,0.39180853661069004,18400.71485401862,0.13188517940695468,0.01158141458310736,0.01648822103285153,0.11759552124836026,0.00352156114399639,1.0
windermere_south_pike_perch,10.350000000000001,1.5,0.057143624863869105,0.1879302712738215,0.13889416964659593,1.947169120327786,0.3400511496076293,1.3976949537555674,0.6944972530254253,0.06458949860921143,True,0.95,3.841458820694124,success,0.39230839306325627,18400.68134840864,0.13179132362772342,0.011585750776225884,0.016504877142623078,0.1175091043582091,0.0035215374676802534,1.0
windermere_south_pike_perch,13.8,2.0,0.05735137794379741,0.18782457856829293,0.13886549763423803,1.853083582510206,0.318727477485437,1.3295687211786178,0.6942105515953645,0.04972495821491722,True,0.95,3.841458820694124,success,0.37464327556646,18299.429893919387,0.12818066867704186,0.012107782820065053,0.016495275209735163,0.11110258615141348,0.003500242607786245,1.0
windermere_south_pike_perch,20.700000000000003,3.0,0.057466802580582746,0.18784114039802885,0.13890055331939405,1.8280583825568586,0.3099238300302993,1.311077844839323,0.6945610936476179,0.06789859272473765,True,0.95,3.841458820694124,success,0.36555353636922927,18877.81294094784,0.1288066324139431,0.012869830219228915,0.017045202486342764,0.11063734346269348,0.0035418729566063308,1.0
windermere_south_pike_perch,34.5,5.0,0.05761236891210142,0.1879314062510711,0.1389917236873642,1.8371084498154662,0.3212111179833108,1.3187387987580168,0.6954731731290456,0.11514183964092262,True,0.95,3.841458820694124,success,0.3692230463544578,18451.186962593845,0.12463711331039443,0.012137915725668798,0.0170557873643691,0.11109511357860506,0.003455245052479655,1.0
komi_lynx_hare,0.0,0.0,0.2276066514191889,0.2966095071880882,0.26436904841964454,0.5224928327080736,0.6869509621416261,0.6102869753724934,2.2365118003938673,0.0,True,0.95,3.841458820694124,success,4.999999999999999,198.84724083793702,0.013985108747227476,5.247047731251366e-07,2.0,2.4457134757057566,0.003914255613091695,1.0
komi_lynx_hare,4.5,0.25,0.2275049296326662,0.2973807070960983,0.2647581707522355,0.522413327751795,0.6856981298275684,0.6095480334894574,2.2431004473622367,0.09413174326692417,True,0.95,3.841458820694124,success,4.999999999999999,200.3494609081114,0.014174005845091984,5.254297514460925e-07,2.0,2.4805514111331113,0.003888038673706536,1.0
komi_lynx_hare,9.0,0.5,0.22771937535078932,0.2979703600480623,0.2651814938653578,0.52262337107478,0.6848532700601551,0.6091630280580294,2.250279190037209,0.19637993041487647,True,0.95,3.841458820694124,success,4.999999999999999,201.6973399831706,0.014261390639193865,5.242604284005151e-07,2.0,2.4929360661308557,0.00389516587661811,1.0
komi_lynx_hare,13.5,0.75,0.22799383745870552,0.298550165891516,0.2656251037392723,0.5229965552542158,0.6846184596283769,0.6091911982586861,2.257814263567973,0.3033531242993237,True,0.95,3.841458820694124,success,4.999999999999999,202.1573731919594,0.01426313240367525,5.250036239853512e-07,2.0,2.487595840948415,0.003913736450628324,1.0
komi_lynx_hare,18.0,1.0,0.22783719837520366,0.29939440654620375,0.2660327044130246,0.5229309625974219,0.6833270676185902,0.6084376192278415,2.2647487941538476,0.40148559910198495,True,0.95,3.841458820694124,success,4.999999999999999,203.34368902394993,0.014462361599099466,5.244806071974669e-07,2.0,2.5237437519668537,0.0038763205188582627,1.0
komi_lynx_hare,27.0,1.5,0.22748329021631103,0.3012187761505466,0.2669095337687205,0.5229969194705002,0.680997588480824,0.6071587491308721,2.279702374932344,0.6120792633994278,True,0.95,3.841458820694124,success,4.999999999999999,204.2937052293449,0.014897459013641975,5.207261495321879e-07,2.0,2.5987476179645554,0.0037709790882194854,1.0
komi_lynx_hare,36.0,2.0,0.22775132402093132,0.302697976270965,0.2678588531594811,0.523293405157726,0.6796240858955922,0.6065166469318825,2.295947686909199,0.8393047550890123,True,0.95,3.841458820694124,success,4.999999999999999,206.79390545581577,0.015096028426744276,5.226375214419088e-07,2.0,2.628661633354095,0.003775228207525726,1.0
komi_lynx_hare,54.0,3.0,0.22934431032301297,0.3052510894521938,0.26997874017160106,0.524970599421785,0.6779957889489178,0.6063301163927675,2.332432644628636,1.343819400560127,True,0.95,3.841458820694124,usable_limit,4.912950084649067,213.21273817501302,0.015073136764557134,5.24098124594032e-07,2.0,2.59877974920336,0.0038907826418000573,1.0
komi_lynx_hare,90.0,5.0,0.22474001842530306,0.31200749505821024,0.2718977315594088,0.523533821699322,0.6699467011408707,0.6012138741049781,2.365708045668874,1.797118145406743,True,0.95,3.841458820694124,usable_limit,3.6196609200580405,222.11810836013288,0.021678636672145934,5.268295951385346e-07,1.5924201237684574,3.0000000000000004,0.0009676909426413626,1.0
glerl_m110_zoop_1994-201,0.0,0.0,0.16147721214048297,0.1793801640681534,0.170663606697181,0.3503553599264747,0.18999706388375692,0.28182242859082207,7.980542262343883,2.1841918127272963,True,0.95,3.841458820694124,success,0.05702988592916747,85.01702297093912,0.39597556133266876,0.07838349308858081,0.3584888824693665,0.23168801164317035,0.010001489438828736,1.0
