series,m0,m0_over_y0,rmse_normalized_prey,rmse_normalized_predator,rmse_normalized_total,validation_rmse_normalized_prey,validation_rmse_normalized_predator,validation_rmse_normalized_total
timeserieslogmeans_WRGP,33.80414876959909,5.0,0.2276721323754688,0.1800211600394463,0.20523427823141646,0.2633198391748902,0.003549719947660558,0.18621216154536854
isle_royale_wolf_moose_pre_2018,0.0,0.0,0.17721919401650263,0.10620671145908779,0.14609330629226777,0.15300308130065404,0.28436600671533585,0.2283352454864568
isle_royale_wolf_moose_pre_2018,12.5,0.25,0.17721838721995894,0.10618614653598163,0.14608534232599152,0.15300326199261227,0.2843723203447416,0.2283392374939448
isle_royale_wolf_moose_pre_2018,25.0,0.5,0.177200797001132,0.10617646502744775,0.14607115420842204,0.15301443835329198,0.2843579446831793,0.2283340305878818
isle_royale_wolf_moose_pre_2018,37.5,0.75,0.1772108949458939,0.10619764090816755,0.14608497565113385,0.15300393306899696,0.28434837430256965,0.22832455135518867
isle_royale_wolf_moose_pre_2018,50.0,1.0,0.17721308507684558,0.10623503624189512,0.1460998980967647,0.15300361878049545,0.2843525021521334,0.22832701640422035
isle_royale_wolf_moose_pre_2018,75.0,1.5,0.1772006927544313,0.10625575113319195,0.14609991471853978,0.15301680999326175,0.28434659285933517,0.22832775675684558
isle_royale_wolf_moose_pre_2018,100.0,2.0,0.17720231308900308,0.1062102406865896,0.1460843506177105,0.15301308265895994,0.284363577297785,0.22833708367060207
isle_royale_wolf_moose_pre_2018,150.0,3.0,0.17720350500868184,0.10620536186619081,0.14608329999779313,0.15301733208796517,0.28431694105462807,0.22830946858373993
isle_royale_wolf_moose_pre_2018,250.0,5.0,0.17721357484046033,0.10620043997013152,0.14608761849928442,0.15300350147143435,0.284354275937546,0.2283280816133719
