series,delta,memory_timescale,m0,rmse_normalized_prey,rmse_normalized_predator,rmse_normalized_total,validation_rmse_normalized_prey,validation_rmse_normalized_predator,validation_rmse_normalized_total,profile_rss,profile_likelihood_ratio,inside_confidence_interval,confidence_level,likelihood_ratio_threshold,optimization_status,r,K,a,theta,e,mu,phi
andren_lynx_roedeer_data_1,0.7498942093324559,1.333521432163324,4.102564102564103,0.05155290556018501,0.06544238783400295,0.058908438262754055,0.0877174596125173,0.03541369156323284,0.06688976854127017,0.13186775574515483,1.0708666606416588,True,0.95,3.841458820694124,usable_limit,0.7060081046103739,155.204570673001,0.04639894029253059,3.1111724063241273e-06,0.0324182747098551,0.19111064413368503,0.15283468554957017
andren_lynx_roedeer_data_1,1.0,1.0,4.102564102564103,0.05284998268389307,0.06565419963882019,0.05959695713667709,0.08494654997691876,0.03590770506638135,0.0652122673893317,0.1349682973981352,1.9539998386384667,True,0.95,3.841458820694124,success,0.6161212737340466,157.12865608365178,0.04870699756509003,3.1017789968473562e-06,0.031735397323435895,0.19486063728899775,0.19474009729438338
andren_lynx_roedeer_data_1,1.1547819846894583,0.8659643233600653,4.102564102564103,0.05336790778521729,0.06588957383517745,0.059956523921724965,0.08703472226411008,0.03733824505001612,0.06696710917684082,0.13660182090950235,2.4111535378573556,True,0.95,3.841458820694124,success,0.5897499546498418,157.7892498602101,0.06168946319281277,3.108138448620338e-06,0.02596161454151961,0.19860715003163024,0.2
andren_lynx_roedeer_data_1,1.7782794100389228,0.5623413251903491,4.102564102564103,0.05396379571184402,0.06591278441839536,0.06023531521215564,0.08579317565068638,0.03749899944830427,0.06620666109936918,0.13787514155089445,2.7637261621756615,True,0.95,3.841458820694124,usable_limit,0.5683760363727676,161.61880982193713,0.16003918901622505,3.714926970606061e-06,0.010000000000000004,0.19864406415427968,0.027896590032773255
andren_lynx_roedeer_data_1,2.7384196342643614,0.36517412725483767,4.102564102564103,0.053898021733944805,0.06597208867080878,0.06023833177646043,0.0876111591212359,0.03780553547288962,0.06747211911211337,0.13788895137801505,2.7675321212869313,True,0.95,3.841458820694124,usable_limit,0.561573833667276,161.1804461553852,0.16478567724779103,3.1853519135913658e-06,0.010000000000000004,0.20250822783468353,0.01167214403550242
andren_lynx_roedeer_data_1,4.216965034285822,0.23713737056616555,4.102564102564103,0.053873609664802966,0.06597223632392565,0.06022749282468699,0.08762245897663942,0.03788742335633423,0.0675024153852844,0.13783933389401348,2.7538558717824544,True,0.95,3.841458820694124,usable_limit,0.5601241168404739,161.22576736056394,0.1653431325372105,3.1045136114871935e-06,0.010000000000000004,0.20299116415677002,0.01082918662024457
andren_lynx_roedeer_data_1,6.493816315762113,0.1539926526059492,4.102564102564103,0.05385643526269533,0.06595027743024903,0.060207784846860575,0.08757206765691573,0.03791604081271998,0.0674777488681242,0.13774913953430246,2.728982655941795,True,0.95,3.841458820694124,usable_limit,0.5592812396951854,161.26663642974765,0.16534108075896847,3.118222237190337e-06,0.010000000000000004,0.20297117057244565,0.013890589320697588
andren_lynx_roedeer_data_1,10.0,0.1,4.102564102564103,0.05389756785219553,0.06593792889540655,0.06021942496984553,0.08810630162565328,0.03794414201868308,0.06783243434996486,0.1378024074605565,2.7436745075749567,True,0.95,3.841458820694124,usable_limit,0.5609358079714578,161.01939531842854,0.16559621773263258,3.207470758347434e-06,0.010000000000000004,0.2031684751884668,0.02167168624194393
andren_lynx_roedeer_data_2,0.01,100.0,1.2023217247097844,0.06420222057183263,0.13150530154837992,0.10347842640300581,0.09267542272367271,0.10908287752783431,0.10121217354341307,0.406895819772007,3.436222033916951,True,0.95,3.841458820694124,usable_limit,0.6169595100741891,50.34534781016531,0.3019955932539656,9.904649850097042e-10,0.010000000000000004,0.12959608806054546,0.0010871494406818772
andren_lynx_roedeer_data_2,0.01539926526059492,64.93816315762113,1.2023217247097844,0.33236643329551757,0.26386860242221466,0.3000783941954473,0.5126185393657732,0.3856172057835814,0.4535848301574005,3.4217876211908935,nan,False,,,failed,0.6089675169137319,59.10051270753224,0.24856576097473979,9.987229115088905e-10,0.010100000000000003,0.11078486715669808,0.19801980198019803
andren_lynx_roedeer_data_2,0.023713737056616554,42.169650342858226,1.2023217247097844,0.10022896727466325,0.12467783891420142,0.11311589056640334,0.14473942666433945,0.15972011615927761,0.15241393823573818,0.4862177785479604,10.204000979628084,False,0.95,3.841458820694124,usable_limit,0.9018105351835819,41.74958540630182,0.13032180855188727,1.078812821725575e-09,0.023313655111357308,0.14096699014306072,0.01235479529655524
andren_lynx_roedeer_data_2,0.03651741272548377,27.384196342643612,1.2023217247097844,0.06179577801107038,0.13219661311868783,0.10318590674129272,0.08770005613968411,0.10394287330405527,0.09616501639787368,0.40459859130086473,3.2210759678439835,True,0.95,3.841458820694124,usable_limit,0.5851713843704335,51.81754379175054,0.3064880624551717,9.984147368828564e-10,0.010000000000000004,0.12975821421658837,0.0005150490325806232
andren_lynx_roedeer_data_2,0.05623413251903491,17.78279410038923,1.2023217247097844,0.10549495817375004,0.12336088820251716,0.11477607533409394,0.1428079695209857,0.14636943967575813,0.14459966982967523,0.5005948038257091,11.31133509704865,False,0.95,3.841458820694124,success,4.042722614884256,41.85549602597201,0.34136342890614096,1.0010821171851538e-09,0.012318435335933568,0.173129636233852,0.02120994840311919
