,lake,species,ind.id,act.mm,head.width.mm,mean.act.mm,diff,mean.diff,N,sd,se,recov,recov.mean,fish,fish.density
223,bobkidd,ensi,10,446,3.257243,210.4210526,-29,42,19,98.82869579,22.67285777,-142,116.9473684,0,1.382716049
224,bobkidd,ensi,11,36,2.492674,210.4210526,183,42,19,98.82869579,22.67285777,394,116.9473684,0,1.382716049
225,bobkidd,ensi,12,282,2.442463,210.4210526,-86,42,19,98.82869579,22.67285777,147,116.9473684,0,1.382716049
226,bobkidd,ensi,13,357,2.358163,210.4210526,-16,42,19,98.82869579,22.67285777,156,116.9473684,0,1.382716049
227,bobkidd,ensi,14,70,2.970993,210.4210526,137,42,19,98.82869579,22.67285777,220,116.9473684,0,1.382716049
228,bobkidd,ensi,15,78,2.977688,210.4210526,189,42,19,98.82869579,22.67285777,140,116.9473684,0,1.382716049
229,bobkidd,ensi,16,165,2.345462,210.4210526,32,42,19,98.82869579,22.67285777,62,116.9473684,0,1.382716049
230,bobkidd,ensi,17,68,2.975751,210.4210526,78,42,19,98.82869579,22.67285777,250,116.9473684,0,1.382716049
231,bobkidd,ensi,18,222,2.927561,210.4210526,176,42,19,98.82869579,22.67285777,132,116.9473684,0,1.382716049
232,bobkidd,ensi,19,271,3.00895,210.4210526,12,42,19,98.82869579,22.67285777,69,116.9473684,0,1.382716049
233,bobkidd,ensi,20,111,3.158317,210.4210526,124,42,19,98.82869579,22.67285777,112,116.9473684,0,1.382716049
234,siloam,ensi,1,65,2.547095,254.3,216,50.1,20,138.5495921,30.98063062,245,25.8,0,0.345679012
235,siloam,ensi,2,61,3.421429,254.3,389,50.1,20,138.5495921,30.98063062,244,25.8,0,0.345679012
236,siloam,ensi,3,396,2.130388,254.3,-20,50.1,20,138.5495921,30.98063062,-203,25.8,0,0.345679012
237,siloam,ensi,4,268,2.465712,254.3,164,50.1,20,138.5495921,30.98063062,142,25.8,0,0.345679012
238,siloam,ensi,5,74,2.588057,254.3,287,50.1,20,138.5495921,30.98063062,307,25.8,0,0.345679012
239,siloam,ensi,6,368,3.17766,254.3,-120,50.1,20,138.5495921,30.98063062,50,25.8,0,0.345679012
240,siloam,ensi,7,338,2.332203,254.3,-52,50.1,20,138.5495921,30.98063062,-134,25.8,0,0.345679012
241,siloam,ensi,8,333,2.18401,254.3,-19,50.1,20,138.5495921,30.98063062,-146,25.8,0,0.345679012
242,siloam,ensi,9,279,3.077696,254.3,40,50.1,20,138.5495921,30.98063062,-45,25.8,0,0.345679012
243,siloam,ensi,10,88,2.961677,254.3,55,50.1,20,138.5495921,30.98063062,111,25.8,0,0.345679012
244,siloam,ensi,11,295,2.757485,254.3,84,50.1,20,138.5495921,30.98063062,-182,25.8,0,0.345679012
245,siloam,ensi,12,113,2.718625,254.3,193,50.1,20,138.5495921,30.98063062,172,25.8,0,0.345679012
246,siloam,ensi,13,300,2.492402,254.3,-115,50.1,20,138.5495921,30.98063062,69,25.8,0,0.345679012
247,siloam,ensi,14,435,2.50154,254.3,-104,50.1,20,138.5495921,30.98063062,-98,25.8,0,0.345679012
248,siloam,ensi,15,133,2.195495,254.3,-67,50.1,20,138.5495921,30.98063062,8,25.8,0,0.345679012
249,siloam,ensi,16,328,2.769907,254.3,2,50.1,20,138.5495921,30.98063062,42,25.8,0,0.345679012
250,siloam,ensi,17,298,2.415642,254.3,0,50.1,20,138.5495921,30.98063062,-46,25.8,0,0.345679012
251,siloam,ensi,18,169,1.917371,254.3,102,50.1,20,138.5495921,30.98063062,-93,25.8,0,0.345679012
252,siloam,ensi,19,382,2.419017,254.3,-43,50.1,20,138.5495921,30.98063062,-41,25.8,0,0.345679012
253,siloam,ensi,20,363,2.803281,254.3,10,50.1,20,138.5495921,30.98063062,114,25.8,0,0.345679012
254,prairiegrove,ensi,1,323,2.420978,284.8421053,38,41.42105263,19,80.88353478,18.55595549,75,-6.263157895,0,0.592592593
255,prairiegrove,ensi,2,334,2.811272,284.8421053,-6,41.42105263,19,80.88353478,18.55595549,-28,-6.263157895,0,0.592592593
256,prairiegrove,ensi,3,295,1.837061,284.8421053,-67,41.42105263,19,80.88353478,18.55595549,-141,-6.263157895,0,0.592592593
257,prairiegrove,ensi,4,215,2.878855,284.8421053,-19,41.42105263,19,80.88353478,18.55595549,-51,-6.263157895,0,0.592592593
258,prairiegrove,ensi,5,196,2.96826,284.8421053,105,41.42105263,19,80.88353478,18.55595549,-45,-6.263157895,0,0.592592593
259,prairiegrove,ensi,6,276,2.895606,284.8421053,26,41.42105263,19,80.88353478,18.55595549,-56,-6.263157895,0,0.592592593
260,prairiegrove,ensi,7,407,2.064053,284.8421053,50,41.42105263,19,80.88353478,18.55595549,-191,-6.263157895,0,0.592592593
261,prairiegrove,ensi,8,387,1.852544,284.8421053,-55,41.42105263,19,80.88353478,18.55595549,-25,-6.263157895,0,0.592592593
262,prairiegrove,ensi,9,325,2.516781,284.8421053,47,41.42105263,19,80.88353478,18.55595549,59,-6.263157895,0,0.592592593
263,prairiegrove,ensi,10,125,2.593612,284.8421053,130,41.42105263,19,80.88353478,18.55595549,229,-6.263157895,0,0.592592593
264,prairiegrove,ensi,11,349,2.340859,284.8421053,131,41.42105263,19,80.88353478,18.55595549,-16,-6.263157895,0,0.592592593
265,prairiegrove,ensi,12,371,2.964486,284.8421053,-46,41.42105263,19,80.88353478,18.55595549,-82,-6.263157895,0,0.592592593
266,prairiegrove,ensi,13,135,3.0436,284.8421053,38,41.42105263,19,80.88353478,18.55595549,74,-6.263157895,0,0.592592593
267,prairiegrove,ensi,14,229,3.0761,284.8421053,136,41.42105263,19,80.88353478,18.55595549,3,-6.263157895,0,0.592592593
268,prairiegrove,ensi,15,433,1.864827,284.8421053,-68,41.42105263,19,80.88353478,18.55595549,-186,-6.263157895,0,0.592592593
269,prairiegrove,ensi,17,313,2.3933,284.8421053,-15,41.42105263,19,80.88353478,18.55595549,-51,-6.263157895,0,0.592592593
270,prairiegrove,ensi,18,284,2.600464,284.8421053,91,41.42105263,19,80.88353478,18.55595549,120,-6.263157895,0,0.592592593
271,prairiegrove,ensi,19,163,1.74503,284.8421053,232,41.42105263,19,80.88353478,18.55595549,173,-6.263157895,0,0.592592593
272,prairiegrove,ensi,20,252,2.504286,284.8421053,39,41.42105263,19,80.88353478,18.55595549,20,-6.263157895,0,0.592592593
273,lincoln,ensi,1,355,0,296.4,-12,5.2,20,98.12054884,21.94042172,153,72.65,1,0.987654321
274,lincoln,ensi,2,389,0,296.4,-161,5.2,20,98.12054884,21.94042172,-43,72.65,1,0.987654321
275,lincoln,ensi,3,217,0,296.4,-113,5.2,20,98.12054884,21.94042172,57,72.65,1,0.987654321
276,lincoln,ensi,4,393,0,296.4,57,5.2,20,98.12054884,21.94042172,157,72.65,1,0.987654321
277,lincoln,ensi,5,211,0,296.4,-5,5.2,20,98.12054884,21.94042172,-74,72.65,1,0.987654321
278,lincoln,ensi,6,209,0,296.4,-193,5.2,20,98.12054884,21.94042172,-233,72.65,1,0.987654321
279,lincoln,ensi,7,194,0,296.4,154,5.2,20,98.12054884,21.94042172,99,72.65,1,0.987654321
280,lincoln,ensi,8,411,0,296.4,94,5.2,20,98.12054884,21.94042172,88,72.65,1,0.987654321
281,lincoln,ensi,9,305,0,296.4,56,5.2,20,98.12054884,21.94042172,45,72.65,1,0.987654321
282,lincoln,ensi,10,419,0,296.4,108,5.2,20,98.12054884,21.94042172,346,72.65,1,0.987654321
283,lincoln,ensi,11,385,0,296.4,95,5.2,20,98.12054884,21.94042172,335,72.65,1,0.987654321
284,lincoln,ensi,12,85,0,296.4,62,5.2,20,98.12054884,21.94042172,-258,72.65,1,0.987654321
285,lincoln,ensi,13,327,0,296.4,-174,5.2,20,98.12054884,21.94042172,108,72.65,1,0.987654321
286,lincoln,ensi,14,181,0,296.4,15,5.2,20,98.12054884,21.94042172,136,72.65,1,0.987654321
287,lincoln,ensi,15,377,0,296.4,-38,5.2,20,98.12054884,21.94042172,124,72.65,1,0.987654321
288,lincoln,ensi,16,321,0,296.4,62,5.2,20,98.12054884,21.94042172,97,72.65,1,0.987654321
289,lincoln,ensi,17,258,0,296.4,57,5.2,20,98.12054884,21.94042172,28,72.65,1,0.987654321
290,lincoln,ensi,18,246,0,296.4,65,5.2,20,98.12054884,21.94042172,55,72.65,1,0.987654321
291,lincoln,ensi,19,384,0,296.4,-25,5.2,20,98.12054884,21.94042172,267,72.65,1,0.987654321
292,lincoln,ensi,20,261,0,296.4,0,5.2,20,98.12054884,21.94042172,-34,72.65,1,0.987654321
293,greenwood,ensi,1,278,1.517458,262.5263158,137,102.6842105,19,110.4928618,25.34880098,11,115.2105263,1,2.814814815
294,greenwood,ensi,2,511,1.896822,262.5263158,178,102.6842105,19,110.4928618,25.34880098,408,115.2105263,1,2.814814815
295,greenwood,ensi,3,283,2.188155,262.5263158,252,102.6842105,19,110.4928618,25.34880098,277,115.2105263,1,2.814814815
296,greenwood,ensi,4,64,2.828159,262.5263158,11,102.6842105,19,110.4928618,25.34880098,34,115.2105263,1,2.814814815
297,greenwood,ensi,5,429,2.455173,262.5263158,-25,102.6842105,19,110.4928618,25.34880098,144,115.2105263,1,2.814814815
298,greenwood,ensi,6,129,2.863199,262.5263158,85,102.6842105,19,110.4928618,25.34880098,-8,115.2105263,1,2.814814815
299,greenwood,ensi,7,319,3.344807,262.5263158,188,102.6842105,19,110.4928618,25.34880098,183,115.2105263,1,2.814814815
300,greenwood,ensi,8,246,1.704534,262.5263158,-36,102.6842105,19,110.4928618,25.34880098,-27,115.2105263,1,2.814814815
301,greenwood,ensi,9,125,2.964229,262.5263158,89,102.6842105,19,110.4928618,25.34880098,59,115.2105263,1,2.814814815
302,greenwood,ensi,10,322,2.161186,262.5263158,81,102.6842105,19,110.4928618,25.34880098,65,115.2105263,1,2.814814815
303,greenwood,ensi,12,191,2.033444,262.5263158,160,102.6842105,19,110.4928618,25.34880098,35,115.2105263,1,2.814814815
304,greenwood,ensi,13,174,2.894346,262.5263158,117,102.6842105,19,110.4928618,25.34880098,61,115.2105263,1,2.814814815
305,greenwood,ensi,14,103,1.871363,262.5263158,204,102.6842105,19,110.4928618,25.34880098,59,115.2105263,1,2.814814815
306,greenwood,ensi,15,167,1.671938,262.5263158,62,102.6842105,19,110.4928618,25.34880098,23,115.2105263,1,2.814814815
307,greenwood,ensi,16,326,1.830545,262.5263158,-148,102.6842105,19,110.4928618,25.34880098,148,115.2105263,1,2.814814815
308,greenwood,ensi,17,165,1.849227,262.5263158,205,102.6842105,19,110.4928618,25.34880098,111,115.2105263,1,2.814814815
309,greenwood,ensi,18,421,1.964762,262.5263158,-30,102.6842105,19,110.4928618,25.34880098,233,115.2105263,1,2.814814815
310,greenwood,ensi,19,331,1.758903,262.5263158,277,102.6842105,19,110.4928618,25.34880098,131,115.2105263,1,2.814814815
311,greenwood,ensi,20,404,2.386701,262.5263158,144,102.6842105,19,110.4928618,25.34880098,242,115.2105263,1,2.814814815
312,sequoyah,ensi,1,401,2.796628,281.1052632,228,61.47368421,19,126.0746553,28.92350957,284,91.84210526,1,0.098765432
313,sequoyah,ensi,2,314,1.776532,281.1052632,13,61.47368421,19,126.0746553,28.92350957,-23,91.84210526,1,0.098765432
314,sequoyah,ensi,4,257,3.080248,281.1052632,-20,61.47368421,19,126.0746553,28.92350957,15,91.84210526,1,0.098765432
315,sequoyah,ensi,5,303,2.939704,281.1052632,-43,61.47368421,19,126.0746553,28.92350957,173,91.84210526,1,0.098765432
316,sequoyah,ensi,6,34,2.546329,281.1052632,87,61.47368421,19,126.0746553,28.92350957,-31,91.84210526,1,0.098765432
317,sequoyah,ensi,7,202,2.314476,281.1052632,74,61.47368421,19,126.0746553,28.92350957,137,91.84210526,1,0.098765432
318,sequoyah,ensi,8,291,2.973765,281.1052632,169,61.47368421,19,126.0746553,28.92350957,139,91.84210526,1,0.098765432
319,sequoyah,ensi,9,0,2.35801,281.1052632,26,61.47368421,19,126.0746553,28.92350957,-152,91.84210526,1,0.098765432
320,sequoyah,ensi,10,242,2.506001,281.1052632,94,61.47368421,19,126.0746553,28.92350957,206,91.84210526,1,0.098765432
321,sequoyah,ensi,11,254,2.127583,281.1052632,-63,61.47368421,19,126.0746553,28.92350957,82,91.84210526,1,0.098765432
322,sequoyah,ensi,12,311,1.942803,281.1052632,8,61.47368421,19,126.0746553,28.92350957,-119,91.84210526,1,0.098765432
323,sequoyah,ensi,13,415,2.897234,281.1052632,220,61.47368421,19,126.0746553,28.92350957,286,91.84210526,1,0.098765432
324,sequoyah,ensi,14,357,2.746983,281.1052632,110,61.47368421,19,126.0746553,28.92350957,50,91.84210526,1,0.098765432
325,sequoyah,ensi,15,340,2.211169,281.1052632,-55,61.47368421,19,126.0746553,28.92350957,126,91.84210526,1,0.098765432
326,sequoyah,ensi,16,293,2.060237,281.1052632,-22,61.47368421,19,126.0746553,28.92350957,71,91.84210526,1,0.098765432
327,sequoyah,ensi,17,199,2.67833,281.1052632,-225,61.47368421,19,126.0746553,28.92350957,-162,91.84210526,1,0.098765432
328,sequoyah,ensi,18,368,2.370793,281.1052632,322,61.47368421,19,126.0746553,28.92350957,268,91.84210526,1,0.098765432
329,sequoyah,ensi,19,421,2.59286,281.1052632,126,61.47368421,19,126.0746553,28.92350957,225,91.84210526,1,0.098765432
330,sequoyah,ensi,20,339,2.053434,281.1052632,119,61.47368421,19,126.0746553,28.92350957,170,91.84210526,1,0.098765432
331,fayetteville,ensi,1,277,2.304735,339.75,-9,114.25,20,138.2609565,30.91608975,-108,148.25,1,2.518518519
332,fayetteville,ensi,2,285,2.936788,339.75,228,114.25,20,138.2609565,30.91608975,246,148.25,1,2.518518519
333,fayetteville,ensi,3,335,2.43627,339.75,17,114.25,20,138.2609565,30.91608975,-47,148.25,1,2.518518519
334,fayetteville,ensi,4,451,2.359646,339.75,23,114.25,20,138.2609565,30.91608975,152,148.25,1,2.518518519
335,fayetteville,ensi,5,294,2.33931,339.75,-28,114.25,20,138.2609565,30.91608975,-75,148.25,1,2.518518519
336,fayetteville,ensi,6,326,1.732127,339.75,155,114.25,20,138.2609565,30.91608975,-22,148.25,1,2.518518519
337,fayetteville,ensi,7,316,2.817808,339.75,-35,114.25,20,138.2609565,30.91608975,157,148.25,1,2.518518519
338,fayetteville,ensi,8,554,2.074876,339.75,202,114.25,20,138.2609565,30.91608975,455,148.25,1,2.518518519
339,fayetteville,ensi,9,342,2.393202,339.75,304,114.25,20,138.2609565,30.91608975,282,148.25,1,2.518518519
340,fayetteville,ensi,10,365,2.221793,339.75,183,114.25,20,138.2609565,30.91608975,255,148.25,1,2.518518519
341,fayetteville,ensi,11,321,2.360666,339.75,180,114.25,20,138.2609565,30.91608975,249,148.25,1,2.518518519
342,fayetteville,ensi,12,194,2.795233,339.75,-22,114.25,20,138.2609565,30.91608975,125,148.25,1,2.518518519
343,fayetteville,ensi,13,458,2.656659,339.75,-37,114.25,20,138.2609565,30.91608975,176,148.25,1,2.518518519
344,fayetteville,ensi,14,294,2.566267,339.75,261,114.25,20,138.2609565,30.91608975,140,148.25,1,2.518518519
345,fayetteville,ensi,15,265,1.896228,339.75,-130,114.25,20,138.2609565,30.91608975,-98,148.25,1,2.518518519
346,fayetteville,ensi,16,349,2.486036,339.75,145,114.25,20,138.2609565,30.91608975,149,148.25,1,2.518518519
347,fayetteville,ensi,17,380,2.78543,339.75,143,114.25,20,138.2609565,30.91608975,296,148.25,1,2.518518519
348,fayetteville,ensi,18,284,3.280343,339.75,112,114.25,20,138.2609565,30.91608975,192,148.25,1,2.518518519
349,fayetteville,ensi,19,360,1.873267,339.75,418,114.25,20,138.2609565,30.91608975,294,148.25,1,2.518518519
350,fayetteville,ensi,20,345,2.452386,339.75,175,114.25,20,138.2609565,30.91608975,147,148.25,1,2.518518519
351,bobkidd,ensi,1,179,3.075591,327.3684211,1,42,19,98.82869579,22.67285777,27,116.9473684,1,1.382716049
352,bobkidd,ensi,2,517,3.207167,327.3684211,-37,42,19,98.82869579,22.67285777,83,116.9473684,1,1.382716049
353,bobkidd,ensi,3,102,3.004781,327.3684211,17,42,19,98.82869579,22.67285777,6,116.9473684,1,1.382716049
354,bobkidd,ensi,4,422,2.100755,327.3684211,-35,42,19,98.82869579,22.67285777,126,116.9473684,1,1.382716049
355,bobkidd,ensi,5,401,1.978442,327.3684211,51,42,19,98.82869579,22.67285777,124,116.9473684,1,1.382716049
356,bobkidd,ensi,6,525,3.024754,327.3684211,-139,42,19,98.82869579,22.67285777,121,116.9473684,1,1.382716049
357,bobkidd,ensi,8,111,2.567165,327.3684211,-41,42,19,98.82869579,22.67285777,12,116.9473684,1,1.382716049
358,bobkidd,ensi,9,317,2.793063,327.3684211,181,42,19,98.82869579,22.67285777,183,116.9473684,1,1.382716049
359,bobkidd,ensi,10,304,3.257243,327.3684211,-29,42,19,98.82869579,22.67285777,-142,116.9473684,1,1.382716049
360,bobkidd,ensi,11,430,2.492674,327.3684211,183,42,19,98.82869579,22.67285777,394,116.9473684,1,1.382716049
361,bobkidd,ensi,12,429,2.442463,327.3684211,-86,42,19,98.82869579,22.67285777,147,116.9473684,1,1.382716049
362,bobkidd,ensi,13,513,2.358163,327.3684211,-16,42,19,98.82869579,22.67285777,156,116.9473684,1,1.382716049
363,bobkidd,ensi,14,290,2.970993,327.3684211,137,42,19,98.82869579,22.67285777,220,116.9473684,1,1.382716049
364,bobkidd,ensi,15,218,2.977688,327.3684211,189,42,19,98.82869579,22.67285777,140,116.9473684,1,1.382716049
365,bobkidd,ensi,16,227,2.345462,327.3684211,32,42,19,98.82869579,22.67285777,62,116.9473684,1,1.382716049
366,bobkidd,ensi,17,318,2.975751,327.3684211,78,42,19,98.82869579,22.67285777,250,116.9473684,1,1.382716049
367,bobkidd,ensi,18,354,2.927561,327.3684211,176,42,19,98.82869579,22.67285777,132,116.9473684,1,1.382716049
368,bobkidd,ensi,19,340,3.00895,327.3684211,12,42,19,98.82869579,22.67285777,69,116.9473684,1,1.382716049
369,bobkidd,ensi,20,223,3.158317,327.3684211,124,42,19,98.82869579,22.67285777,112,116.9473684,1,1.382716049
370,siloam,ensi,1,310,2.547095,280.1,216,50.1,20,138.5495921,30.98063062,245,25.8,1,0.345679012
371,siloam,ensi,2,305,3.421429,280.1,389,50.1,20,138.5495921,30.98063062,244,25.8,1,0.345679012
372,siloam,ensi,3,193,2.130388,280.1,-20,50.1,20,138.5495921,30.98063062,-203,25.8,1,0.345679012
373,siloam,ensi,4,410,2.465712,280.1,164,50.1,20,138.5495921,30.98063062,142,25.8,1,0.345679012
374,siloam,ensi,5,381,2.588057,280.1,287,50.1,20,138.5495921,30.98063062,307,25.8,1,0.345679012
375,siloam,ensi,6,418,3.17766,280.1,-120,50.1,20,138.5495921,30.98063062,50,25.8,1,0.345679012
376,siloam,ensi,7,204,2.332203,280.1,-52,50.1,20,138.5495921,30.98063062,-134,25.8,1,0.345679012
377,siloam,ensi,8,187,2.18401,280.1,-19,50.1,20,138.5495921,30.98063062,-146,25.8,1,0.345679012
378,siloam,ensi,9,234,3.077696,280.1,40,50.1,20,138.5495921,30.98063062,-45,25.8,1,0.345679012
379,siloam,ensi,10,199,2.961677,280.1,55,50.1,20,138.5495921,30.98063062,111,25.8,1,0.345679012
380,siloam,ensi,11,113,2.757485,280.1,84,50.1,20,138.5495921,30.98063062,-182,25.8,1,0.345679012
381,siloam,ensi,12,285,2.718625,280.1,193,50.1,20,138.5495921,30.98063062,172,25.8,1,0.345679012
382,siloam,ensi,13,369,2.492402,280.1,-115,50.1,20,138.5495921,30.98063062,69,25.8,1,0.345679012
383,siloam,ensi,14,337,2.50154,280.1,-104,50.1,20,138.5495921,30.98063062,-98,25.8,1,0.345679012
384,siloam,ensi,15,141,2.195495,280.1,-67,50.1,20,138.5495921,30.98063062,8,25.8,1,0.345679012
385,siloam,ensi,16,370,2.769907,280.1,2,50.1,20,138.5495921,30.98063062,42,25.8,1,0.345679012
386,siloam,ensi,17,252,2.415642,280.1,0,50.1,20,138.5495921,30.98063062,-46,25.8,1,0.345679012
387,siloam,ensi,18,76,1.917371,280.1,102,50.1,20,138.5495921,30.98063062,-93,25.8,1,0.345679012
388,siloam,ensi,19,341,2.419017,280.1,-43,50.1,20,138.5495921,30.98063062,-41,25.8,1,0.345679012
389,siloam,ensi,20,477,2.803281,280.1,10,50.1,20,138.5495921,30.98063062,114,25.8,1,0.345679012
390,prairiegrove,ensi,1,398,2.420978,278.5789474,38,41.42105263,19,80.88353478,18.55595549,75,-6.263157895,1,0.592592593
391,prairiegrove,ensi,2,306,2.811272,278.5789474,-6,41.42105263,19,80.88353478,18.55595549,-28,-6.263157895,1,0.592592593
392,prairiegrove,ensi,3,154,1.837061,278.5789474,-67,41.42105263,19,80.88353478,18.55595549,-141,-6.263157895,1,0.592592593
393,prairiegrove,ensi,4,164,2.878855,278.5789474,-19,41.42105263,19,80.88353478,18.55595549,-51,-6.263157895,1,0.592592593
394,prairiegrove,ensi,5,151,2.96826,278.5789474,105,41.42105263,19,80.88353478,18.55595549,-45,-6.263157895,1,0.592592593
395,prairiegrove,ensi,6,220,2.895606,278.5789474,26,41.42105263,19,80.88353478,18.55595549,-56,-6.263157895,1,0.592592593
396,prairiegrove,ensi,7,216,2.064053,278.5789474,50,41.42105263,19,80.88353478,18.55595549,-191,-6.263157895,1,0.592592593
397,prairiegrove,ensi,8,362,1.852544,278.5789474,-55,41.42105263,19,80.88353478,18.55595549,-25,-6.263157895,1,0.592592593
398,prairiegrove,ensi,9,384,2.516781,278.5789474,47,41.42105263,19,80.88353478,18.55595549,59,-6.263157895,1,0.592592593
399,prairiegrove,ensi,10,354,2.593612,278.5789474,130,41.42105263,19,80.88353478,18.55595549,229,-6.263157895,1,0.592592593
400,prairiegrove,ensi,11,333,2.340859,278.5789474,131,41.42105263,19,80.88353478,18.55595549,-16,-6.263157895,1,0.592592593
401,prairiegrove,ensi,12,289,2.964486,278.5789474,-46,41.42105263,19,80.88353478,18.55595549,-82,-6.263157895,1,0.592592593
402,prairiegrove,ensi,13,209,3.0436,278.5789474,38,41.42105263,19,80.88353478,18.55595549,74,-6.263157895,1,0.592592593
403,prairiegrove,ensi,14,232,3.0761,278.5789474,136,41.42105263,19,80.88353478,18.55595549,3,-6.263157895,1,0.592592593
404,prairiegrove,ensi,15,247,1.864827,278.5789474,-68,41.42105263,19,80.88353478,18.55595549,-186,-6.263157895,1,0.592592593
405,prairiegrove,ensi,17,262,2.3933,278.5789474,-15,41.42105263,19,80.88353478,18.55595549,-51,-6.263157895,1,0.592592593
406,prairiegrove,ensi,18,404,2.600464,278.5789474,91,41.42105263,19,80.88353478,18.55595549,120,-6.263157895,1,0.592592593
407,prairiegrove,ensi,19,336,1.74503,278.5789474,232,41.42105263,19,80.88353478,18.55595549,173,-6.263157895,1,0.592592593
408,prairiegrove,ensi,20,272,2.504286,278.5789474,39,41.42105263,19,80.88353478,18.55595549,20,-6.263157895,1,0.592592593
